"","ensembl_gene_id","entrezgene_id"
"15630","ENSMUSG00000053838",209586
"15631","ENSMUSG00000053841",109658
"15632","ENSMUSG00000053846",16891
"15633","ENSMUSG00000053852",236798
"15634","ENSMUSG00000053856",231098
"15635","ENSMUSG00000053861",NA
"15636","ENSMUSG00000053862",330962
"15637","ENSMUSG00000053863",94111
"15638","ENSMUSG00000053868",380907
"15639","ENSMUSG00000053870",75540
"15640","ENSMUSG00000053873",503692
"15641","ENSMUSG00000053877",100043597
"15642","ENSMUSG00000053886",72281
"15643","ENSMUSG00000053889",NA
"15644","ENSMUSG00000053896",227998
"15645","ENSMUSG00000053897",67547
"15646","ENSMUSG00000053898",51798
"15647","ENSMUSG00000053907",232087
"15648","ENSMUSG00000053909",434769
"15649","ENSMUSG00000053914",244694
"15650","ENSMUSG00000053916",67311
"15651","ENSMUSG00000053925",NA
"15652","ENSMUSG00000053929",54151
"15653","ENSMUSG00000053930",380702
"15654","ENSMUSG00000053931",71994
"15655","ENSMUSG00000053950",240442
"15656","ENSMUSG00000053957",NA
"15657","ENSMUSG00000053961",11730
"15658","ENSMUSG00000053961",503844
"15659","ENSMUSG00000053963",381310
"15660","ENSMUSG00000053964",16855
"15661","ENSMUSG00000053965",242202
"15662","ENSMUSG00000053977",12525
"15663","ENSMUSG00000053979",NA
"15664","ENSMUSG00000053980",NA
"15665","ENSMUSG00000053985",243906
"15666","ENSMUSG00000054000",69136
"15667","ENSMUSG00000054003",74691
"15668","ENSMUSG00000054005",266815
"15669","ENSMUSG00000054006",NA
"15670","ENSMUSG00000054008",15531
"15671","ENSMUSG00000054013",104885
"15672","ENSMUSG00000054021",68346
"15673","ENSMUSG00000054027",103466
"15674","ENSMUSG00000054031",NA
"15675","ENSMUSG00000054033",546055
"15676","ENSMUSG00000054034",331532
"15677","ENSMUSG00000054036",258502
"15678","ENSMUSG00000054046",626834
"15679","ENSMUSG00000054051",319955
"15680","ENSMUSG00000054052",216453
"15681","ENSMUSG00000054054",258196
"15682","ENSMUSG00000054057",NA
"15683","ENSMUSG00000054061",NA
"15684","ENSMUSG00000054065",56460
"15685","ENSMUSG00000054069",NA
"15686","ENSMUSG00000054072",60440
"15687","ENSMUSG00000054074",72668
"15688","ENSMUSG00000054079",217109
"15689","ENSMUSG00000054083",60594
"15690","ENSMUSG00000054087",668758
"15691","ENSMUSG00000054091",67704
"15692","ENSMUSG00000054099",319653
"15693","ENSMUSG00000054102",233001
"15694","ENSMUSG00000054106",22074
"15695","ENSMUSG00000054115",27401
"15696","ENSMUSG00000054116",NA
"15697","ENSMUSG00000054117",70073
"15698","ENSMUSG00000054128",15043
"15699","ENSMUSG00000054134",52020
"15700","ENSMUSG00000054135",NA
"15701","ENSMUSG00000054136",223780
"15702","ENSMUSG00000054141",18322
"15703","ENSMUSG00000054142",171235
"15704","ENSMUSG00000054146",16665
"15705","ENSMUSG00000054150",212073
"15706","ENSMUSG00000054156",235327
"15707","ENSMUSG00000054160",228731
"15708","ENSMUSG00000054161",73813
"15709","ENSMUSG00000054162",72902
"15710","ENSMUSG00000054169",26366
"15711","ENSMUSG00000054181",NA
"15712","ENSMUSG00000054191",16596
"15713","ENSMUSG00000054196",68588
"15714","ENSMUSG00000054199",76022
"15715","ENSMUSG00000054200",107221
"15716","ENSMUSG00000054203",226695
"15717","ENSMUSG00000054204",100294583
"15718","ENSMUSG00000054206",16904
"15719","ENSMUSG00000054215",20765
"15720","ENSMUSG00000054226",69786
"15721","ENSMUSG00000054236",258927
"15722","ENSMUSG00000054237",70567
"15723","ENSMUSG00000054247",NA
"15724","ENSMUSG00000054252",14184
"15725","ENSMUSG00000054256",17690
"15726","ENSMUSG00000054258",NA
"15727","ENSMUSG00000054263",16880
"15728","ENSMUSG00000054266",20726
"15729","ENSMUSG00000054272",245109
"15730","ENSMUSG00000054277",66251
"15731","ENSMUSG00000054280",215476
"15732","ENSMUSG00000054293",213438
"15733","ENSMUSG00000054302",66266
"15734","ENSMUSG00000054304",NA
"15735","ENSMUSG00000054309",54451
"15736","ENSMUSG00000054310",71468
"15737","ENSMUSG00000054312",66292
"15738","ENSMUSG00000054320",270091
"15739","ENSMUSG00000054321",72504
"15740","ENSMUSG00000054325",545548
"15741","ENSMUSG00000054342",16534
"15742","ENSMUSG00000054351",NA
"15743","ENSMUSG00000054360",244813
"15744","ENSMUSG00000054362",242602
"15745","ENSMUSG00000054364",11852
"15746","ENSMUSG00000054379",NA
"15747","ENSMUSG00000054381",269997
"15748","ENSMUSG00000054383",70481
"15749","ENSMUSG00000054385",26367
"15750","ENSMUSG00000054387",17248
"15751","ENSMUSG00000054391",NA
"15752","ENSMUSG00000054400",75458
"15753","ENSMUSG00000054404",327978
"15754","ENSMUSG00000054405",68598
"15755","ENSMUSG00000054406",258704
"15756","ENSMUSG00000054408",76687
"15757","ENSMUSG00000054409",239408
"15758","ENSMUSG00000054412",NA
"15759","ENSMUSG00000054414",66500
"15760","ENSMUSG00000054417",337924
"15761","ENSMUSG00000054418",NA
"15762","ENSMUSG00000054422",14080
"15763","ENSMUSG00000054423",27062
"15764","ENSMUSG00000054426",68161
"15765","ENSMUSG00000054428",11983
"15766","ENSMUSG00000054431",258437
"15767","ENSMUSG00000054434",330189
"15768","ENSMUSG00000054435",107526
"15769","ENSMUSG00000054446",109697
"15770","ENSMUSG00000054450",NA
"15771","ENSMUSG00000054452",14797
"15772","ENSMUSG00000054453",236643
"15773","ENSMUSG00000054455",56491
"15774","ENSMUSG00000054457",NA
"15775","ENSMUSG00000054459",26950
"15776","ENSMUSG00000054469",225010
"15777","ENSMUSG00000054474",232078
"15778","ENSMUSG00000054477",140492
"15779","ENSMUSG00000054484",96957
"15780","ENSMUSG00000054488",330403
"15781","ENSMUSG00000054493",NA
"15782","ENSMUSG00000054497",387355
"15783","ENSMUSG00000054498",258614
"15784","ENSMUSG00000054499",67379
"15785","ENSMUSG00000054509",328417
"15786","ENSMUSG00000054510",78158
"15787","ENSMUSG00000054510",329436
"15788","ENSMUSG00000054514",70448
"15789","ENSMUSG00000054517",338364
"15790","ENSMUSG00000054519",237775
"15791","ENSMUSG00000054520",24055
"15792","ENSMUSG00000054523",269063
"15793","ENSMUSG00000054526",258097
"15794","ENSMUSG00000054537",243084
"15795","ENSMUSG00000054545",94284
"15796","ENSMUSG00000054555",11489
"15797","ENSMUSG00000054556",232599
"15798","ENSMUSG00000054568",13531
"15799","ENSMUSG00000054580",18779
"15800","ENSMUSG00000054582",381404
"15801","ENSMUSG00000054589",225609
"15802","ENSMUSG00000054594",232790
"15803","ENSMUSG00000054598",NA
"15804","ENSMUSG00000054604",106143
"15805","ENSMUSG00000054611",225876
"15806","ENSMUSG00000054612",17314
"15807","ENSMUSG00000054618",NA
"15808","ENSMUSG00000054619",70152
"15809","ENSMUSG00000054622",NA
"15810","ENSMUSG00000054626",22441
"15811","ENSMUSG00000054630",22238
"15812","ENSMUSG00000054640",20541
"15813","ENSMUSG00000054641",70945
"15814","ENSMUSG00000054648",66869
"15815","ENSMUSG00000054659",242377
"15816","ENSMUSG00000054662",71345
"15817","ENSMUSG00000054666",258939
"15818","ENSMUSG00000054667",16370
"15819","ENSMUSG00000054672",244234
"15820","ENSMUSG00000054675",231633
"15821","ENSMUSG00000054676",72244
"15822","ENSMUSG00000054679",272009
"15823","ENSMUSG00000054690",59308
"15824","ENSMUSG00000054693",11487
"15825","ENSMUSG00000054702",252903
"15826","ENSMUSG00000054708",70615
"15827","ENSMUSG00000054715",232878
"15828","ENSMUSG00000054716",244216
"15829","ENSMUSG00000054717",97165
"15830","ENSMUSG00000054720",100604
"15831","ENSMUSG00000054723",106639
"15832","ENSMUSG00000054727",75514
"15833","ENSMUSG00000054728",218194
"15834","ENSMUSG00000054733",110265
"15835","ENSMUSG00000054737",319535
"15836","ENSMUSG00000054745",NA
"15837","ENSMUSG00000054746",320631
"15838","ENSMUSG00000054752",319636
"15839","ENSMUSG00000054753",245128
"15840","ENSMUSG00000054757",116852
"15841","ENSMUSG00000054759",71623
"15842","ENSMUSG00000054763",619548
"15843","ENSMUSG00000054764",17773
"15844","ENSMUSG00000054766",56086
"15845","ENSMUSG00000054770",51960
"15846","ENSMUSG00000054779",NA
"15847","ENSMUSG00000054792",270201
"15848","ENSMUSG00000054793",260299
"15849","ENSMUSG00000054808",60595
"15850","ENSMUSG00000054814",69727
"15851","ENSMUSG00000054822",NA
"15852","ENSMUSG00000054823",234135
"15853","ENSMUSG00000054827",107141
"15854","ENSMUSG00000054836",72341
"15855","ENSMUSG00000054843",226255
"15856","ENSMUSG00000054850",320237
"15857","ENSMUSG00000054855",223881
"15858","ENSMUSG00000054863",106014
"15859","ENSMUSG00000054871",72309
"15860","ENSMUSG00000054874",104401
"15861","ENSMUSG00000054885",NA
"15862","ENSMUSG00000054889",109620
"15863","ENSMUSG00000054890",404335
"15864","ENSMUSG00000054892",22165
"15865","ENSMUSG00000054893",384763
"15866","ENSMUSG00000054894",68055
"15867","ENSMUSG00000054901",381112
"15868","ENSMUSG00000054905",20863
"15869","ENSMUSG00000054909",71304
"15870","ENSMUSG00000054910",70966
"15871","ENSMUSG00000054920",71778
"15872","ENSMUSG00000054931",544922
"15873","ENSMUSG00000054932",11576
"15874","ENSMUSG00000054934",58802
"15875","ENSMUSG00000054938",258918
"15876","ENSMUSG00000054939",385674
"15877","ENSMUSG00000054940",258481
"15878","ENSMUSG00000054942",215708
"15879","ENSMUSG00000054944",403201
"15880","ENSMUSG00000054945",NA
"15881","ENSMUSG00000054951",71583
"15882","ENSMUSG00000054957",NA
"15883","ENSMUSG00000054958",230718
"15884","ENSMUSG00000054966",74071
"15885","ENSMUSG00000054967",239546
"15886","ENSMUSG00000054976",241134
"15887","ENSMUSG00000054978",74492
"15888","ENSMUSG00000054986",380683
"15889","ENSMUSG00000054988",11608
"15890","ENSMUSG00000054994",331531
"15891","ENSMUSG00000054999",381204
"15892","ENSMUSG00000055003",211187
"15893","ENSMUSG00000055010",NA
"15894","ENSMUSG00000055013",347722
"15895","ENSMUSG00000055015",791359
"15896","ENSMUSG00000055022",12805
"15897","ENSMUSG00000055024",328572
"15898","ENSMUSG00000055026",14407
"15899","ENSMUSG00000055027",12180
"15900","ENSMUSG00000055030",20759
"15901","ENSMUSG00000055033",258302
"15902","ENSMUSG00000055041",66398
"15903","ENSMUSG00000055044",54132
"15904","ENSMUSG00000055045",791423
"15905","ENSMUSG00000055048",791383
"15906","ENSMUSG00000055053",18029
"15907","ENSMUSG00000055061",74364
"15908","ENSMUSG00000055065",67040
"15909","ENSMUSG00000055067",69726
"15910","ENSMUSG00000055069",270160
"15911","ENSMUSG00000055072",NA
"15912","ENSMUSG00000055078",110886
"15913","ENSMUSG00000055088",258941
"15914","ENSMUSG00000055093",NA
"15915","ENSMUSG00000055095",433180
"15916","ENSMUSG00000055102",74400
"15917","ENSMUSG00000055108",NA
"15918","ENSMUSG00000055109",NA
"15919","ENSMUSG00000055110",100504594
"15920","ENSMUSG00000055114",69787
"15921","ENSMUSG00000055116",11865
"15922","ENSMUSG00000055125",102633151
"15923","ENSMUSG00000055128",68755
"15924","ENSMUSG00000055134",NA
"15925","ENSMUSG00000055137",192136
"15926","ENSMUSG00000055138",229862
"15927","ENSMUSG00000055148",16598
"15928","ENSMUSG00000055150",330463
"15929","ENSMUSG00000055159",67745
"15930","ENSMUSG00000055170",15978
"15931","ENSMUSG00000055172",50909
"15932","ENSMUSG00000055177",228756
"15933","ENSMUSG00000055184",108900
"15934","ENSMUSG00000055188",70226
"15935","ENSMUSG00000055193",317652
"15936","ENSMUSG00000055194",238880
"15937","ENSMUSG00000055197",260298
"15938","ENSMUSG00000055198",NA
"15939","ENSMUSG00000055200",170742
"15940","ENSMUSG00000055202",240063
"15941","ENSMUSG00000055204",81702
"15942","ENSMUSG00000055210",17301
"15943","ENSMUSG00000055214",319455
"15944","ENSMUSG00000055216",NA
"15945","ENSMUSG00000055228",NA
"15946","ENSMUSG00000055235",269633
"15947","ENSMUSG00000055239",74287
"15948","ENSMUSG00000055240",22643
"15949","ENSMUSG00000055254",18212
"15950","ENSMUSG00000055271",NA
"15951","ENSMUSG00000055296",242474
"15952","ENSMUSG00000055298",26898
"15953","ENSMUSG00000055301",11529
"15954","ENSMUSG00000055302",67568
"15955","ENSMUSG00000055305",22755
"15956","ENSMUSG00000055312",74088
"15957","ENSMUSG00000055313",319207
"15958","ENSMUSG00000055319",207352
"15959","ENSMUSG00000055320",21676
"15960","ENSMUSG00000055322",21961
"15961","ENSMUSG00000055323",NA
"15962","ENSMUSG00000055333",245827
"15963","ENSMUSG00000055334",66069
"15964","ENSMUSG00000055341",431706
"15965","ENSMUSG00000055357",NA
"15966","ENSMUSG00000055360",107849
"15967","ENSMUSG00000055368",20538
"15968","ENSMUSG00000055370",791329
"15969","ENSMUSG00000055371",56324
"15970","ENSMUSG00000055373",14348
"15971","ENSMUSG00000055385",671564
"15972","ENSMUSG00000055401",50762
"15973","ENSMUSG00000055403",232217
"15974","ENSMUSG00000055407",17760
"15975","ENSMUSG00000055408",791364
"15976","ENSMUSG00000055409",338352
"15977","ENSMUSG00000055413",15016
"15978","ENSMUSG00000055415",319767
"15979","ENSMUSG00000055416",NA
"15980","ENSMUSG00000055421",211712
"15981","ENSMUSG00000055424",NA
"15982","ENSMUSG00000055430",58243
"15983","ENSMUSG00000055435",17132
"15984","ENSMUSG00000055436",69207
"15985","ENSMUSG00000055446",NA
"15986","ENSMUSG00000055447",16423
"15987","ENSMUSG00000055452",NA
"15988","ENSMUSG00000055456",NA
"15989","ENSMUSG00000055471",11682
"15990","ENSMUSG00000055480",238690
"15991","ENSMUSG00000055485",320706
"15992","ENSMUSG00000055489",233246
"15993","ENSMUSG00000055491",226169
"15994","ENSMUSG00000055493",13853
"15995","ENSMUSG00000055494",NA
"15996","ENSMUSG00000055497",NA
"15997","ENSMUSG00000055515",216144
"15998","ENSMUSG00000055523",73707
"15999","ENSMUSG00000055531",432508
"16000","ENSMUSG00000055538",71918
"16001","ENSMUSG00000055540",13840
"16002","ENSMUSG00000055541",52855
"16003","ENSMUSG00000055546",276891
"16004","ENSMUSG00000055547",71281
"16005","ENSMUSG00000055553",75620
"16006","ENSMUSG00000055555",75013
"16007","ENSMUSG00000055560",328274
"16008","ENSMUSG00000055561",72432
"16009","ENSMUSG00000055567",329178
"16010","ENSMUSG00000055571",258609
"16011","ENSMUSG00000055594",232426
"16012","ENSMUSG00000055602",21462
"16013","ENSMUSG00000055609",15126
"16014","ENSMUSG00000055610",258610
"16015","ENSMUSG00000055612",66953
"16016","ENSMUSG00000055621",NA
"16017","ENSMUSG00000055629",330671
"16018","ENSMUSG00000055632",665700
"16019","ENSMUSG00000055633",68992
"16020","ENSMUSG00000055639",13134
"16021","ENSMUSG00000055643",70980
"16022","ENSMUSG00000055652",207952
"16023","ENSMUSG00000055653",14734
"16024","ENSMUSG00000055660",76781
"16025","ENSMUSG00000055670",195018
"16026","ENSMUSG00000055675",74901
"16027","ENSMUSG00000055676",NA
"16028","ENSMUSG00000055679",56835
"16029","ENSMUSG00000055681",59042
"16030","ENSMUSG00000055691",414089
"16031","ENSMUSG00000055692",224019
"16032","ENSMUSG00000055700",71011
"16033","ENSMUSG00000055704",NA
"16034","ENSMUSG00000055707",234378
"16035","ENSMUSG00000055717",105439
"16036","ENSMUSG00000055720",69459
"16037","ENSMUSG00000055723",66922
"16038","ENSMUSG00000055725",231474
"16039","ENSMUSG00000055730",102022
"16040","ENSMUSG00000055732",NA
"16041","ENSMUSG00000055733",54561
"16042","ENSMUSG00000055737",14600
"16043","ENSMUSG00000055745",223732
"16044","ENSMUSG00000055746",17138
"16045","ENSMUSG00000055748",74548
"16046","ENSMUSG00000055760",67242
"16047","ENSMUSG00000055761",269513
"16048","ENSMUSG00000055762",66656
"16049","ENSMUSG00000055763",NA
"16050","ENSMUSG00000055771",NA
"16051","ENSMUSG00000055775",17885
"16052","ENSMUSG00000055780",83563
"16053","ENSMUSG00000055782",26874
"16054","ENSMUSG00000055789",224247
"16055","ENSMUSG00000055795",NA
"16056","ENSMUSG00000055799",21415
"16057","ENSMUSG00000055805",57778
"16058","ENSMUSG00000055809",436022
"16059","ENSMUSG00000055811",239931
"16060","ENSMUSG00000055817",116871
"16061","ENSMUSG00000055818",442825
"16062","ENSMUSG00000055820",258086
"16063","ENSMUSG00000055826",69301
"16064","ENSMUSG00000055827",270328
"16065","ENSMUSG00000055833",98736
"16066","ENSMUSG00000055835",22640
"16067","ENSMUSG00000055838",258616
"16068","ENSMUSG00000055839",67673
"16069","ENSMUSG00000055850",66510
"16070","ENSMUSG00000055862",71564
"16071","ENSMUSG00000055865",329731
"16072","ENSMUSG00000055866",18627
"16073","ENSMUSG00000055872",NA
"16074","ENSMUSG00000055874",232077
"16075","ENSMUSG00000055882",241850
"16076","ENSMUSG00000055884",104806
"16077","ENSMUSG00000055891",67591
"16078","ENSMUSG00000055895",225922
"16079","ENSMUSG00000055897",100043911
"16080","ENSMUSG00000055900",230657
"16081","ENSMUSG00000055912",232086
"16082","ENSMUSG00000055917",246196
"16083","ENSMUSG00000055923",231326
"16084","ENSMUSG00000055926",623781
"16085","ENSMUSG00000055932",26383
"16086","ENSMUSG00000055933",225923
"16087","ENSMUSG00000055937",70843
"16088","ENSMUSG00000055942",194588
"16089","ENSMUSG00000055943",73024
"16090","ENSMUSG00000055944",442795
"16091","ENSMUSG00000055945",320111
"16092","ENSMUSG00000055958",NA
"16093","ENSMUSG00000055960",320640
"16094","ENSMUSG00000055961",NA
"16095","ENSMUSG00000055963",208820
"16096","ENSMUSG00000055968",NA
"16097","ENSMUSG00000055971",259026
"16098","ENSMUSG00000055972",NA
"16099","ENSMUSG00000055976",71908
"16100","ENSMUSG00000055978",14344
"16101","ENSMUSG00000055980",16367
"16102","ENSMUSG00000055991",22757
"16103","ENSMUSG00000055994",257632
"16104","ENSMUSG00000056004",231014
"16105","ENSMUSG00000056008",432589
"16106","ENSMUSG00000056014",243308
"16107","ENSMUSG00000056018",75453
"16108","ENSMUSG00000056019",236193
"16109","ENSMUSG00000056023",NA
"16110","ENSMUSG00000056025",12722
"16111","ENSMUSG00000056031",NA
"16112","ENSMUSG00000056032",NA
"16113","ENSMUSG00000056035",13112
"16114","ENSMUSG00000056043",243923
"16115","ENSMUSG00000056050",338366
"16116","ENSMUSG00000056054",20201
"16117","ENSMUSG00000056055",20215
"16118","ENSMUSG00000056061",100036520
"16119","ENSMUSG00000056069",223433
"16120","ENSMUSG00000056071",20202
"16121","ENSMUSG00000056073",14806
"16122","ENSMUSG00000056076",27979
"16123","ENSMUSG00000056078",78753
"16124","ENSMUSG00000056089",NA
"16125","ENSMUSG00000056091",20454
"16126","ENSMUSG00000056115",387511
"16127","ENSMUSG00000056116",15039
"16128","ENSMUSG00000056116",15051
"16129","ENSMUSG00000056121",225020
"16130","ENSMUSG00000056124",56386
"16131","ENSMUSG00000056128",NA
"16132","ENSMUSG00000056130",225471
"16133","ENSMUSG00000056131",109785
"16134","ENSMUSG00000056133",667055
"16135","ENSMUSG00000056144",94094
"16136","ENSMUSG00000056145",229694
"16137","ENSMUSG00000056148",103142
"16138","ENSMUSG00000056153",54607
"16139","ENSMUSG00000056155",244551
"16140","ENSMUSG00000056158",72605
"16141","ENSMUSG00000056162",338403
"16142","ENSMUSG00000056167",78893
"16143","ENSMUSG00000056174",329941
"16144","ENSMUSG00000056184",259038
"16145","ENSMUSG00000056185",225861
"16146","ENSMUSG00000056197",66740
"16147","ENSMUSG00000056201",12631
"16148","ENSMUSG00000056203",387512
"16149","ENSMUSG00000056204",66522
"16150","ENSMUSG00000056209",18150
"16151","ENSMUSG00000056211",226412
"16152","ENSMUSG00000056214",93737
"16153","ENSMUSG00000056215",74354
"16154","ENSMUSG00000056216",12611
"16155","ENSMUSG00000056219",NA
"16156","ENSMUSG00000056220",18783
"16157","ENSMUSG00000056222",20745
"16158","ENSMUSG00000056223",78124
"16159","ENSMUSG00000056228",71941
"16160","ENSMUSG00000056234",27057
"16161","ENSMUSG00000056257",NA
"16162","ENSMUSG00000056258",110862
"16163","ENSMUSG00000056260",321000
"16164","ENSMUSG00000056267",68121
"16165","ENSMUSG00000056268",329260
"16166","ENSMUSG00000056270",109314
"16167","ENSMUSG00000056271",235416
"16168","ENSMUSG00000056281",257978
"16169","ENSMUSG00000056288",327860
"16170","ENSMUSG00000056290",60361
"16171","ENSMUSG00000056293",331063
"16172","ENSMUSG00000056296",72003
"16173","ENSMUSG00000056300",100041433
"16174","ENSMUSG00000056305",28035
"16175","ENSMUSG00000056306",329641
"16176","ENSMUSG00000056310",100929
"16177","ENSMUSG00000056313",69068
"16178","ENSMUSG00000056316",NA
"16179","ENSMUSG00000056328",17879
"16180","ENSMUSG00000056329",NA
"16181","ENSMUSG00000056332",432945
"16182","ENSMUSG00000056342",17847
"16183","ENSMUSG00000056350",268905
"16184","ENSMUSG00000056359",380765
"16185","ENSMUSG00000056366",NA
"16186","ENSMUSG00000056367",242894
"16187","ENSMUSG00000056370",20388
"16188","ENSMUSG00000056379",111174
"16189","ENSMUSG00000056380",14765
"16190","ENSMUSG00000056383",233168
"16191","ENSMUSG00000056394",16881
"16192","ENSMUSG00000056399",328780
"16193","ENSMUSG00000056411",791415
"16194","ENSMUSG00000056412",NA
"16195","ENSMUSG00000056413",231821
"16196","ENSMUSG00000056418",NA
"16197","ENSMUSG00000056423",224065
"16198","ENSMUSG00000056426",17962
"16199","ENSMUSG00000056427",20564
"16200","ENSMUSG00000056429",22134
"16201","ENSMUSG00000056436",13067
"16202","ENSMUSG00000056445",105242657
"16203","ENSMUSG00000056457",18812
"16204","ENSMUSG00000056457",26421
"16205","ENSMUSG00000056458",26448
"16206","ENSMUSG00000056459",109929
"16207","ENSMUSG00000056468",77580
"16208","ENSMUSG00000056476",329650
"16209","ENSMUSG00000056481",70445
"16210","ENSMUSG00000056486",108699
"16211","ENSMUSG00000056487",393082
"16212","ENSMUSG00000056492",224792
"16213","ENSMUSG00000056493",17425
"16214","ENSMUSG00000056494",30952
"16215","ENSMUSG00000056498",320782
"16216","ENSMUSG00000056501",12608
"16217","ENSMUSG00000056508",66323
"16218","ENSMUSG00000056509",NA
"16219","ENSMUSG00000056515",106572
"16220","ENSMUSG00000056529",19204
"16221","ENSMUSG00000056531",73254
"16222","ENSMUSG00000056536",27392
"16223","ENSMUSG00000056537",19820
"16224","ENSMUSG00000056544",403172
"16225","ENSMUSG00000056553",19276
"16226","ENSMUSG00000056564",257892
"16227","ENSMUSG00000056569",17528
"16228","ENSMUSG00000056579",NA
"16229","ENSMUSG00000056586",545824
"16230","ENSMUSG00000056592",210104
"16231","ENSMUSG00000056596",69539
"16232","ENSMUSG00000056598",74665
"16233","ENSMUSG00000056600",258469
"16234","ENSMUSG00000056602",320365
"16235","ENSMUSG00000056605",105866
"16236","ENSMUSG00000056608",109151
"16237","ENSMUSG00000056612",18938
"16238","ENSMUSG00000056617",74361
"16239","ENSMUSG00000056629",14227
"16240","ENSMUSG00000056629",114841036
"16241","ENSMUSG00000056632",13512
"16242","ENSMUSG00000056643",71797
"16243","ENSMUSG00000056648",15416
"16244","ENSMUSG00000056656",239552
"16245","ENSMUSG00000056665",223626
"16246","ENSMUSG00000056666",67442
"16247","ENSMUSG00000056671",77619
"16248","ENSMUSG00000056673",20592
"16249","ENSMUSG00000056679",70771
"16250","ENSMUSG00000056682",67640
"16251","ENSMUSG00000056687",100036768
"16252","ENSMUSG00000056692",224647
"16253","ENSMUSG00000056696",258384
"16254","ENSMUSG00000056698",232089
"16255","ENSMUSG00000056699",NA
"16256","ENSMUSG00000056706",71363
"16257","ENSMUSG00000056708",15939
"16258","ENSMUSG00000056716",432436
"16259","ENSMUSG00000056718",791411
"16260","ENSMUSG00000056724",235627
"16261","ENSMUSG00000056728",70202
"16262","ENSMUSG00000056735",109202
"16263","ENSMUSG00000056737",12332
"16264","ENSMUSG00000056738",329513
"16265","ENSMUSG00000056749",18030
"16266","ENSMUSG00000056752",237806
"16267","ENSMUSG00000056753",NA
"16268","ENSMUSG00000056755",108073
"16269","ENSMUSG00000056758",15364
"16270","ENSMUSG00000056763",211660
"16271","ENSMUSG00000056770",52690
"16272","ENSMUSG00000056771",NA
"16273","ENSMUSG00000056772",NA
"16274","ENSMUSG00000056777",NA
"16275","ENSMUSG00000056782",259062
"16276","ENSMUSG00000056797",NA
"16277","ENSMUSG00000056812",20451
"16278","ENSMUSG00000056815",627927
"16279","ENSMUSG00000056820",53424
"16280","ENSMUSG00000056821",70003
"16281","ENSMUSG00000056822",259071
"16282","ENSMUSG00000056824",381405
"16283","ENSMUSG00000056829",14240
"16284","ENSMUSG00000056832",264134
"16285","ENSMUSG00000056836",NA
"16286","ENSMUSG00000056849",NA
"16287","ENSMUSG00000056851",18521
"16288","ENSMUSG00000056853",544748
"16289","ENSMUSG00000056854",18994
"16290","ENSMUSG00000056856",74004
"16291","ENSMUSG00000056858",258793
"16292","ENSMUSG00000056863",258590
"16293","ENSMUSG00000056870",70676
"16294","ENSMUSG00000056877",NA
"16295","ENSMUSG00000056880",73748
"16296","ENSMUSG00000056883",258056
"16297","ENSMUSG00000056885",100043627
"16298","ENSMUSG00000056888",73690
"16299","ENSMUSG00000056895",78303
"16300","ENSMUSG00000056899",93757
"16301","ENSMUSG00000056900",72607
"16302","ENSMUSG00000056901",387339
"16303","ENSMUSG00000056904",NA
"16304","ENSMUSG00000056910",22312
"16305","ENSMUSG00000056912",66605
"16306","ENSMUSG00000056917",20469
"16307","ENSMUSG00000056919",382090
"16308","ENSMUSG00000056921",259009
"16309","ENSMUSG00000056926",387345
"16310","ENSMUSG00000056938",67131
"16311","ENSMUSG00000056941",99311
"16312","ENSMUSG00000056943",NA
"16313","ENSMUSG00000056946",258719
"16314","ENSMUSG00000056947",17116
"16315","ENSMUSG00000056952",381801
"16316","ENSMUSG00000056959",258531
"16317","ENSMUSG00000056961",258432
"16318","ENSMUSG00000056962",107817
"16319","ENSMUSG00000056966",118446
"16320","ENSMUSG00000056972",27385
"16321","ENSMUSG00000056973",104158
"16322","ENSMUSG00000056978",66438
"16323","ENSMUSG00000056987",70897
"16324","ENSMUSG00000056995",258203
"16325","ENSMUSG00000056999",15925
"16326","ENSMUSG00000057000",245610
"16327","ENSMUSG00000057003",17884
"16328","ENSMUSG00000057021",22300
"16329","ENSMUSG00000057021",22308
"16330","ENSMUSG00000057021",22314
"16331","ENSMUSG00000057021",118568715
"16332","ENSMUSG00000057036",NA
"16333","ENSMUSG00000057037",50702
"16334","ENSMUSG00000057047",75485
"16335","ENSMUSG00000057050",258343
"16336","ENSMUSG00000057054",103844
"16337","ENSMUSG00000057058",78473
"16338","ENSMUSG00000057060",210027
"16339","ENSMUSG00000057067",258611
"16340","ENSMUSG00000057068",384198
"16341","ENSMUSG00000057069",67475
"16342","ENSMUSG00000057072",75558
"16343","ENSMUSG00000057074",12623
"16344","ENSMUSG00000057092",17178
"16345","ENSMUSG00000057093",112415
"16346","ENSMUSG00000057098",13591
"16347","ENSMUSG00000057101",210135
"16348","ENSMUSG00000057103",66116
"16349","ENSMUSG00000057110",26920
"16350","ENSMUSG00000057113",18148
"16351","ENSMUSG00000057116",231201
"16352","ENSMUSG00000057123",14613
"16353","ENSMUSG00000057130",27366
"16354","ENSMUSG00000057132",77945
"16355","ENSMUSG00000057133",71389
"16356","ENSMUSG00000057134",211488
"16357","ENSMUSG00000057135",327957
"16358","ENSMUSG00000057137",68487
"16359","ENSMUSG00000057143",319236
"16360","ENSMUSG00000057147",66632
"16361","ENSMUSG00000057149",258889
"16362","ENSMUSG00000057156",239099
"16363","ENSMUSG00000057157",NA
"16364","ENSMUSG00000057160",NA
