"","ensembl_gene_id","entrezgene_id"
"26697","ENSMUSG00000085416",72249
"26698","ENSMUSG00000085417",NA
"26699","ENSMUSG00000085418",78105
"26700","ENSMUSG00000085419",NA
"26701","ENSMUSG00000085420",NA
"26702","ENSMUSG00000085421",319871
"26703","ENSMUSG00000085424",545691
"26704","ENSMUSG00000085426",NA
"26705","ENSMUSG00000085427",76218
"26706","ENSMUSG00000085428",NA
"26707","ENSMUSG00000085429",NA
"26708","ENSMUSG00000085430",NA
"26709","ENSMUSG00000085433",NA
"26710","ENSMUSG00000085434",NA
"26711","ENSMUSG00000085436",629777
"26712","ENSMUSG00000085437",76604
"26713","ENSMUSG00000085438",NA
"26714","ENSMUSG00000085439",NA
"26715","ENSMUSG00000085440",319940
"26716","ENSMUSG00000085441",NA
"26717","ENSMUSG00000085442",NA
"26718","ENSMUSG00000085443",NA
"26719","ENSMUSG00000085444",NA
"26720","ENSMUSG00000085445",NA
"26721","ENSMUSG00000085447",77341
"26722","ENSMUSG00000085448",NA
"26723","ENSMUSG00000085449",NA
"26724","ENSMUSG00000085450",NA
"26725","ENSMUSG00000085451",105245120
"26726","ENSMUSG00000085452",75280
"26727","ENSMUSG00000085453",327872
"26728","ENSMUSG00000085454",NA
"26729","ENSMUSG00000085456",NA
"26730","ENSMUSG00000085457",68808
"26731","ENSMUSG00000085459",NA
"26732","ENSMUSG00000085463",NA
"26733","ENSMUSG00000085464",NA
"26734","ENSMUSG00000085465",NA
"26735","ENSMUSG00000085466",NA
"26736","ENSMUSG00000085467",NA
"26737","ENSMUSG00000085468",NA
"26738","ENSMUSG00000085469",NA
"26739","ENSMUSG00000085470",69337
"26740","ENSMUSG00000085471",NA
"26741","ENSMUSG00000085472",NA
"26742","ENSMUSG00000085476",NA
"26743","ENSMUSG00000085477",NA
"26744","ENSMUSG00000085478",NA
"26745","ENSMUSG00000085479",NA
"26746","ENSMUSG00000085481",NA
"26747","ENSMUSG00000085482",NA
"26748","ENSMUSG00000085483",NA
"26749","ENSMUSG00000085484",620858
"26750","ENSMUSG00000085485",NA
"26751","ENSMUSG00000085486",667306
"26752","ENSMUSG00000085487",NA
"26753","ENSMUSG00000085488",75322
"26754","ENSMUSG00000085489",NA
"26755","ENSMUSG00000085491",NA
"26756","ENSMUSG00000085492",68789
"26757","ENSMUSG00000085495",100502946
"26758","ENSMUSG00000085496",74702
"26759","ENSMUSG00000085497",NA
"26760","ENSMUSG00000085498",100503468
"26761","ENSMUSG00000085499",626693
"26762","ENSMUSG00000085500",NA
"26763","ENSMUSG00000085501",NA
"26764","ENSMUSG00000085502",102635935
"26765","ENSMUSG00000085504",NA
"26766","ENSMUSG00000085505",NA
"26767","ENSMUSG00000085507",NA
"26768","ENSMUSG00000085509",NA
"26769","ENSMUSG00000085510",NA
"26770","ENSMUSG00000085511",NA
"26771","ENSMUSG00000085512",NA
"26772","ENSMUSG00000085513",NA
"26773","ENSMUSG00000085514",78420
"26774","ENSMUSG00000085515",329844
"26775","ENSMUSG00000085516",78200
"26776","ENSMUSG00000085517",NA
"26777","ENSMUSG00000085519",NA
"26778","ENSMUSG00000085521",NA
"26779","ENSMUSG00000085522",NA
"26780","ENSMUSG00000085523",NA
"26781","ENSMUSG00000085524",NA
"26782","ENSMUSG00000085525",NA
"26783","ENSMUSG00000085526",NA
"26784","ENSMUSG00000085527",NA
"26785","ENSMUSG00000085528",73816
"26786","ENSMUSG00000085530",NA
"26787","ENSMUSG00000085531",102634079
"26788","ENSMUSG00000085532",NA
"26789","ENSMUSG00000085533",NA
"26790","ENSMUSG00000085534",NA
"26791","ENSMUSG00000085536",NA
"26792","ENSMUSG00000085538",NA
"26793","ENSMUSG00000085539",NA
"26794","ENSMUSG00000085540",NA
"26795","ENSMUSG00000085541",NA
"26796","ENSMUSG00000085542",NA
"26797","ENSMUSG00000085543",NA
"26798","ENSMUSG00000085545",NA
"26799","ENSMUSG00000085546",NA
"26800","ENSMUSG00000085547",NA
"26801","ENSMUSG00000085548",NA
"26802","ENSMUSG00000085549",NA
"26803","ENSMUSG00000085551",69854
"26804","ENSMUSG00000085552",NA
"26805","ENSMUSG00000085553",102633044
"26806","ENSMUSG00000085555",69248
"26807","ENSMUSG00000085556",NA
"26808","ENSMUSG00000085558",NA
"26809","ENSMUSG00000085559",NA
"26810","ENSMUSG00000085560",NA
"26811","ENSMUSG00000085561",73307
"26812","ENSMUSG00000085562",72395
"26813","ENSMUSG00000085563",NA
"26814","ENSMUSG00000085564",NA
"26815","ENSMUSG00000085565",NA
"26816","ENSMUSG00000085566",NA
"26817","ENSMUSG00000085568",434825
"26818","ENSMUSG00000085569",102637941
"26819","ENSMUSG00000085572",NA
"26820","ENSMUSG00000085573",NA
"26821","ENSMUSG00000085574",NA
"26822","ENSMUSG00000085575",NA
"26823","ENSMUSG00000085576",320752
"26824","ENSMUSG00000085577",NA
"26825","ENSMUSG00000085578",NA
"26826","ENSMUSG00000085579",NA
"26827","ENSMUSG00000085580",73438
"26828","ENSMUSG00000085581",NA
"26829","ENSMUSG00000085582",100043232
"26830","ENSMUSG00000085584",209540
"26831","ENSMUSG00000085585",NA
"26832","ENSMUSG00000085586",NA
"26833","ENSMUSG00000085587",NA
"26834","ENSMUSG00000085588",NA
"26835","ENSMUSG00000085589",320486
"26836","ENSMUSG00000085591",NA
"26837","ENSMUSG00000085592",NA
"26838","ENSMUSG00000085593",NA
"26839","ENSMUSG00000085594",NA
"26840","ENSMUSG00000085595",102633478
"26841","ENSMUSG00000085596",NA
"26842","ENSMUSG00000085598",NA
"26843","ENSMUSG00000085599",NA
"26844","ENSMUSG00000085600",100039641
"26845","ENSMUSG00000085601",243866
"26846","ENSMUSG00000085603",NA
"26847","ENSMUSG00000085604",NA
"26848","ENSMUSG00000085606",NA
"26849","ENSMUSG00000085608",NA
"26850","ENSMUSG00000085609",NA
"26851","ENSMUSG00000085610",NA
"26852","ENSMUSG00000085611",NA
"26853","ENSMUSG00000085612",NA
"26854","ENSMUSG00000085614",NA
"26855","ENSMUSG00000085615",NA
"26856","ENSMUSG00000085616",NA
"26857","ENSMUSG00000085618",NA
"26858","ENSMUSG00000085619",78086
"26859","ENSMUSG00000085620",NA
"26860","ENSMUSG00000085622",NA
"26861","ENSMUSG00000085623",NA
"26862","ENSMUSG00000085624",NA
"26863","ENSMUSG00000085625",NA
"26864","ENSMUSG00000085626",NA
"26865","ENSMUSG00000085627",NA
"26866","ENSMUSG00000085628",654810
"26867","ENSMUSG00000085629",NA
"26868","ENSMUSG00000085630",NA
"26869","ENSMUSG00000085631",320684
"26870","ENSMUSG00000085632",102636968
"26871","ENSMUSG00000085633",75915
"26872","ENSMUSG00000085634",102636218
"26873","ENSMUSG00000085635",NA
"26874","ENSMUSG00000085636",NA
"26875","ENSMUSG00000085637",100503166
"26876","ENSMUSG00000085638",NA
"26877","ENSMUSG00000085639",NA
"26878","ENSMUSG00000085640",NA
"26879","ENSMUSG00000085641",74968
"26880","ENSMUSG00000085642",NA
"26881","ENSMUSG00000085643",NA
"26882","ENSMUSG00000085645",75395
"26883","ENSMUSG00000085646",NA
"26884","ENSMUSG00000085648",NA
"26885","ENSMUSG00000085649",102639814
"26886","ENSMUSG00000085651",NA
"26887","ENSMUSG00000085652",NA
"26888","ENSMUSG00000085653",100503248
"26889","ENSMUSG00000085654",NA
"26890","ENSMUSG00000085655",NA
"26891","ENSMUSG00000085656",NA
"26892","ENSMUSG00000085657",NA
"26893","ENSMUSG00000085658",NA
"26894","ENSMUSG00000085659",NA
"26895","ENSMUSG00000085660",NA
"26896","ENSMUSG00000085662",NA
"26897","ENSMUSG00000085663",NA
"26898","ENSMUSG00000085664",75836
"26899","ENSMUSG00000085665",NA
"26900","ENSMUSG00000085666",NA
"26901","ENSMUSG00000085667",545681
"26902","ENSMUSG00000085668",108168745
"26903","ENSMUSG00000085669",NA
"26904","ENSMUSG00000085672",NA
"26905","ENSMUSG00000085673",NA
"26906","ENSMUSG00000085675",102633911
"26907","ENSMUSG00000085676",NA
"26908","ENSMUSG00000085677",75947
"26909","ENSMUSG00000085678",NA
"26910","ENSMUSG00000085679",NA
"26911","ENSMUSG00000085680",NA
"26912","ENSMUSG00000085681",102634513
"26913","ENSMUSG00000085682",383773
"26914","ENSMUSG00000085683",71576
"26915","ENSMUSG00000085684",76874
"26916","ENSMUSG00000085686",NA
"26917","ENSMUSG00000085687",NA
"26918","ENSMUSG00000085688",NA
"26919","ENSMUSG00000085689",NA
"26920","ENSMUSG00000085690",NA
"26921","ENSMUSG00000085691",NA
"26922","ENSMUSG00000085693",NA
"26923","ENSMUSG00000085695",NA
"26924","ENSMUSG00000085696",72628
"26925","ENSMUSG00000085699",NA
"26926","ENSMUSG00000085700",NA
"26927","ENSMUSG00000085701",NA
"26928","ENSMUSG00000085702",NA
"26929","ENSMUSG00000085704",66730
"26930","ENSMUSG00000085705",NA
"26931","ENSMUSG00000085706",NA
"26932","ENSMUSG00000085707",NA
"26933","ENSMUSG00000085708",330183
"26934","ENSMUSG00000085709",NA
"26935","ENSMUSG00000085710",NA
"26936","ENSMUSG00000085711",NA
"26937","ENSMUSG00000085712",NA
"26938","ENSMUSG00000085713",NA
"26939","ENSMUSG00000085714",NA
"26940","ENSMUSG00000085715",22097
"26941","ENSMUSG00000085716",NA
"26942","ENSMUSG00000085717",75242
"26943","ENSMUSG00000085718",NA
"26944","ENSMUSG00000085719",78762
"26945","ENSMUSG00000085720",665934
"26946","ENSMUSG00000085721",NA
"26947","ENSMUSG00000085722",NA
"26948","ENSMUSG00000085723",100504069
"26949","ENSMUSG00000085724",NA
"26950","ENSMUSG00000085725",NA
"26951","ENSMUSG00000085728",NA
"26952","ENSMUSG00000085730",NA
"26953","ENSMUSG00000085731",NA
"26954","ENSMUSG00000085732",NA
"26955","ENSMUSG00000085733",NA
"26956","ENSMUSG00000085734",NA
"26957","ENSMUSG00000085735",NA
"26958","ENSMUSG00000085737",NA
"26959","ENSMUSG00000085738",NA
"26960","ENSMUSG00000085739",NA
"26961","ENSMUSG00000085740",78015
"26962","ENSMUSG00000085741",74487
"26963","ENSMUSG00000085742",NA
"26964","ENSMUSG00000085743",NA
"26965","ENSMUSG00000085744",NA
"26966","ENSMUSG00000085745",NA
"26967","ENSMUSG00000085747",790911
"26968","ENSMUSG00000085748",NA
"26969","ENSMUSG00000085749",NA
"26970","ENSMUSG00000085750",NA
"26971","ENSMUSG00000085751",670727
"26972","ENSMUSG00000085753",NA
"26973","ENSMUSG00000085754",NA
"26974","ENSMUSG00000085755",NA
"26975","ENSMUSG00000085756",NA
"26976","ENSMUSG00000085757",75545
"26977","ENSMUSG00000085759",NA
"26978","ENSMUSG00000085760",NA
"26979","ENSMUSG00000085761",NA
"26980","ENSMUSG00000085762",NA
"26981","ENSMUSG00000085763",72648
"26982","ENSMUSG00000085765",NA
"26983","ENSMUSG00000085766",NA
"26984","ENSMUSG00000085767",NA
"26985","ENSMUSG00000085768",NA
"26986","ENSMUSG00000085770",NA
"26987","ENSMUSG00000085771",NA
"26988","ENSMUSG00000085772",414116
"26989","ENSMUSG00000085773",NA
"26990","ENSMUSG00000085774",NA
"26991","ENSMUSG00000085775",NA
"26992","ENSMUSG00000085776",73183
"26993","ENSMUSG00000085779",NA
"26994","ENSMUSG00000085781",NA
"26995","ENSMUSG00000085782",NA
"26996","ENSMUSG00000085783",NA
"26997","ENSMUSG00000085784",NA
"26998","ENSMUSG00000085785",66760
"26999","ENSMUSG00000085786",NA
"27000","ENSMUSG00000085787",NA
"27001","ENSMUSG00000085788",NA
"27002","ENSMUSG00000085790",NA
"27003","ENSMUSG00000085791",NA
"27004","ENSMUSG00000085792",NA
"27005","ENSMUSG00000085793",217708
"27006","ENSMUSG00000085794",574519
"27007","ENSMUSG00000085795",353310
"27008","ENSMUSG00000085796",74065
"27009","ENSMUSG00000085797",NA
"27010","ENSMUSG00000085798",NA
"27011","ENSMUSG00000085799",NA
"27012","ENSMUSG00000085800",74916
"27013","ENSMUSG00000085801",NA
"27014","ENSMUSG00000085802",NA
"27015","ENSMUSG00000085803",NA
"27016","ENSMUSG00000085804",NA
"27017","ENSMUSG00000085805",NA
"27018","ENSMUSG00000085806",NA
"27019","ENSMUSG00000085807",NA
"27020","ENSMUSG00000085808",100502842
"27021","ENSMUSG00000085810",100286843
"27022","ENSMUSG00000085811",629945
"27023","ENSMUSG00000085812",NA
"27024","ENSMUSG00000085813",NA
"27025","ENSMUSG00000085815",NA
"27026","ENSMUSG00000085816",NA
"27027","ENSMUSG00000085817",NA
"27028","ENSMUSG00000085818",NA
"27029","ENSMUSG00000085819",NA
"27030","ENSMUSG00000085820",71033
"27031","ENSMUSG00000085822",NA
"27032","ENSMUSG00000085823",NA
"27033","ENSMUSG00000085824",73696
"27034","ENSMUSG00000085826",100503378
"27035","ENSMUSG00000085827",NA
"27036","ENSMUSG00000085828",100038356
"27037","ENSMUSG00000085829",NA
"27038","ENSMUSG00000085830",NA
"27039","ENSMUSG00000085831",72229
"27040","ENSMUSG00000085833",100503595
"27041","ENSMUSG00000085834",NA
"27042","ENSMUSG00000085835",NA
"27043","ENSMUSG00000085836",NA
"27044","ENSMUSG00000085837",100504412
"27045","ENSMUSG00000085838",NA
"27046","ENSMUSG00000085839",NA
"27047","ENSMUSG00000085840",NA
"27048","ENSMUSG00000085841",NA
"27049","ENSMUSG00000085842",NA
"27050","ENSMUSG00000085843",399570
"27051","ENSMUSG00000085844",NA
"27052","ENSMUSG00000085845",100503106
"27053","ENSMUSG00000085846",NA
"27054","ENSMUSG00000085847",NA
"27055","ENSMUSG00000085851",78758
"27056","ENSMUSG00000085852",639658
"27057","ENSMUSG00000085853",100503965
"27058","ENSMUSG00000085856",NA
"27059","ENSMUSG00000085857",NA
"27060","ENSMUSG00000085858",NA
"27061","ENSMUSG00000085860",NA
"27062","ENSMUSG00000085861",666145
"27063","ENSMUSG00000085862",100502624
"27064","ENSMUSG00000085863",NA
"27065","ENSMUSG00000085864",NA
"27066","ENSMUSG00000085865",NA
"27067","ENSMUSG00000085866",NA
"27068","ENSMUSG00000085867",NA
"27069","ENSMUSG00000085868",NA
"27070","ENSMUSG00000085869",NA
"27071","ENSMUSG00000085870",NA
"27072","ENSMUSG00000085871",NA
"27073","ENSMUSG00000085872",NA
"27074","ENSMUSG00000085873",NA
"27075","ENSMUSG00000085875",NA
"27076","ENSMUSG00000085876",100040567
"27077","ENSMUSG00000085877",NA
"27078","ENSMUSG00000085878",NA
"27079","ENSMUSG00000085880",NA
"27080","ENSMUSG00000085881",NA
"27081","ENSMUSG00000085882",NA
"27082","ENSMUSG00000085884",NA
"27083","ENSMUSG00000085885",NA
"27084","ENSMUSG00000085886",100037396
"27085","ENSMUSG00000085887",653030
"27086","ENSMUSG00000085888",108167900
"27087","ENSMUSG00000085889",73358
"27088","ENSMUSG00000085890",NA
"27089","ENSMUSG00000085891",552913
"27090","ENSMUSG00000085892",NA
"27091","ENSMUSG00000085893",NA
"27092","ENSMUSG00000085894",NA
"27093","ENSMUSG00000085895",NA
"27094","ENSMUSG00000085896",78071
"27095","ENSMUSG00000085897",NA
"27096","ENSMUSG00000085898",NA
"27097","ENSMUSG00000085899",NA
"27098","ENSMUSG00000085900",78443
"27099","ENSMUSG00000085902",NA
"27100","ENSMUSG00000085903",NA
"27101","ENSMUSG00000085905",102639473
"27102","ENSMUSG00000085908",NA
"27103","ENSMUSG00000085909",NA
"27104","ENSMUSG00000085910",NA
"27105","ENSMUSG00000085911",NA
"27106","ENSMUSG00000085912",100504267
"27107","ENSMUSG00000085913",NA
"27108","ENSMUSG00000085914",NA
"27109","ENSMUSG00000085915",NA
"27110","ENSMUSG00000085917",NA
"27111","ENSMUSG00000085918",100049161
"27112","ENSMUSG00000085919",NA
"27113","ENSMUSG00000085920",NA
"27114","ENSMUSG00000085921",NA
"27115","ENSMUSG00000085922",NA
"27116","ENSMUSG00000085923",102639020
"27117","ENSMUSG00000085924",NA
"27118","ENSMUSG00000085925",353326
"27119","ENSMUSG00000085926",NA
"27120","ENSMUSG00000085927",NA
"27121","ENSMUSG00000085928",71235
"27122","ENSMUSG00000085929",105244102
"27123","ENSMUSG00000085931",NA
"27124","ENSMUSG00000085932",NA
"27125","ENSMUSG00000085933",329909
"27126","ENSMUSG00000085934",NA
"27127","ENSMUSG00000085936",NA
"27128","ENSMUSG00000085937",108167906
"27129","ENSMUSG00000085938",NA
"27130","ENSMUSG00000085939",NA
"27131","ENSMUSG00000085940",73922
"27132","ENSMUSG00000085941",NA
"27133","ENSMUSG00000085944",69338
"27134","ENSMUSG00000085945",NA
"27135","ENSMUSG00000085946",NA
"27136","ENSMUSG00000085949",NA
"27137","ENSMUSG00000085950",NA
"27138","ENSMUSG00000085951",NA
"27139","ENSMUSG00000085952",102635870
"27140","ENSMUSG00000085953",NA
"27141","ENSMUSG00000085955",NA
"27142","ENSMUSG00000085956",NA
"27143","ENSMUSG00000085957",214292
"27144","ENSMUSG00000085958",77806
"27145","ENSMUSG00000085961",NA
"27146","ENSMUSG00000085962",NA
"27147","ENSMUSG00000085965",NA
"27148","ENSMUSG00000085966",NA
"27149","ENSMUSG00000085967",329851
"27150","ENSMUSG00000085968",NA
"27151","ENSMUSG00000085969",NA
"27152","ENSMUSG00000085970",NA
"27153","ENSMUSG00000085971",NA
"27154","ENSMUSG00000085972",NA
"27155","ENSMUSG00000085973",NA
"27156","ENSMUSG00000085975",102636022
"27157","ENSMUSG00000085976",NA
"27158","ENSMUSG00000085977",NA
"27159","ENSMUSG00000085978",NA
"27160","ENSMUSG00000085979",NA
"27161","ENSMUSG00000085980",100040557
"27162","ENSMUSG00000085982",319781
"27163","ENSMUSG00000085984",69303
"27164","ENSMUSG00000085985",NA
"27165","ENSMUSG00000085987",NA
"27166","ENSMUSG00000085989",NA
"27167","ENSMUSG00000085990",105247126
"27168","ENSMUSG00000085991",NA
"27169","ENSMUSG00000085992",NA
"27170","ENSMUSG00000085993",NA
"27171","ENSMUSG00000085995",108167326
"27172","ENSMUSG00000085996",NA
"27173","ENSMUSG00000085998",331578
"27174","ENSMUSG00000085999",NA
"27175","ENSMUSG00000086000",NA
"27176","ENSMUSG00000086001",NA
"27177","ENSMUSG00000086003",100039440
"27178","ENSMUSG00000086004",NA
"27179","ENSMUSG00000086006",100503147
"27180","ENSMUSG00000086007",73375
"27181","ENSMUSG00000086008",667794
"27182","ENSMUSG00000086009",NA
"27183","ENSMUSG00000086010",102631757
"27184","ENSMUSG00000086012",NA
"27185","ENSMUSG00000086013",100039495
"27186","ENSMUSG00000086014",NA
"27187","ENSMUSG00000086015",73906
"27188","ENSMUSG00000086016",NA
"27189","ENSMUSG00000086017",NA
"27190","ENSMUSG00000086018",NA
"27191","ENSMUSG00000086019",NA
"27192","ENSMUSG00000086020",NA
"27193","ENSMUSG00000086021",NA
"27194","ENSMUSG00000086022",209550
"27195","ENSMUSG00000086025",74059
"27196","ENSMUSG00000086026",102636890
"27197","ENSMUSG00000086027",NA
"27198","ENSMUSG00000086028",NA
"27199","ENSMUSG00000086029",402728
"27200","ENSMUSG00000086030",NA
"27201","ENSMUSG00000086031",NA
"27202","ENSMUSG00000086032",NA
"27203","ENSMUSG00000086034",102640117
"27204","ENSMUSG00000086035",102633081
"27205","ENSMUSG00000086036",NA
"27206","ENSMUSG00000086037",NA
"27207","ENSMUSG00000086039",NA
"27208","ENSMUSG00000086040",330319
"27209","ENSMUSG00000086041",NA
"27210","ENSMUSG00000086042",NA
"27211","ENSMUSG00000086043",NA
"27212","ENSMUSG00000086044",NA
"27213","ENSMUSG00000086046",67524
"27214","ENSMUSG00000086047",NA
"27215","ENSMUSG00000086048",NA
"27216","ENSMUSG00000086049",NA
"27217","ENSMUSG00000086050",NA
"27218","ENSMUSG00000086052",NA
"27219","ENSMUSG00000086053",NA
"27220","ENSMUSG00000086054",NA
"27221","ENSMUSG00000086055",NA
"27222","ENSMUSG00000086056",226601
"27223","ENSMUSG00000086057",NA
"27224","ENSMUSG00000086058",100038761
"27225","ENSMUSG00000086060",NA
"27226","ENSMUSG00000086061",NA
"27227","ENSMUSG00000086063",NA
"27228","ENSMUSG00000086064",NA
"27229","ENSMUSG00000086065",NA
"27230","ENSMUSG00000086066",73872
"27231","ENSMUSG00000086067",NA
"27232","ENSMUSG00000086068",NA
"27233","ENSMUSG00000086069",NA
"27234","ENSMUSG00000086070",71510
"27235","ENSMUSG00000086071",102632246
"27236","ENSMUSG00000086072",NA
"27237","ENSMUSG00000086074",NA
"27238","ENSMUSG00000086075",NA
"27239","ENSMUSG00000086076",NA
"27240","ENSMUSG00000086077",NA
"27241","ENSMUSG00000086078",NA
"27242","ENSMUSG00000086080",73624
"27243","ENSMUSG00000086081",NA
"27244","ENSMUSG00000086083",NA
"27245","ENSMUSG00000086087",NA
"27246","ENSMUSG00000086089",NA
"27247","ENSMUSG00000086090",NA
"27248","ENSMUSG00000086092",NA
"27249","ENSMUSG00000086095",328906
"27250","ENSMUSG00000086096",NA
"27251","ENSMUSG00000086097",NA
"27252","ENSMUSG00000086098",NA
"27253","ENSMUSG00000086103",102639547
"27254","ENSMUSG00000086104",NA
"27255","ENSMUSG00000086105",NA
"27256","ENSMUSG00000086107",NA
"27257","ENSMUSG00000086108",NA
"27258","ENSMUSG00000086109",NA
"27259","ENSMUSG00000086111",102636620
"27260","ENSMUSG00000086112",NA
"27261","ENSMUSG00000086114",NA
"27262","ENSMUSG00000086115",NA
"27263","ENSMUSG00000086117",NA
"27264","ENSMUSG00000086118",100504350
"27265","ENSMUSG00000086119",NA
"27266","ENSMUSG00000086121",NA
"27267","ENSMUSG00000086122",NA
"27268","ENSMUSG00000086123",NA
"27269","ENSMUSG00000086124",NA
"27270","ENSMUSG00000086125",NA
"27271","ENSMUSG00000086126",70593
"27272","ENSMUSG00000086127",NA
"27273","ENSMUSG00000086128",73588
"27274","ENSMUSG00000086129",NA
"27275","ENSMUSG00000086130",NA
"27276","ENSMUSG00000086132",NA
"27277","ENSMUSG00000086133",NA
"27278","ENSMUSG00000086134",102633315
"27279","ENSMUSG00000086135",NA
"27280","ENSMUSG00000086136",NA
"27281","ENSMUSG00000086137",NA
"27282","ENSMUSG00000086139",NA
"27283","ENSMUSG00000086140",NA
"27284","ENSMUSG00000086141",NA
"27285","ENSMUSG00000086142",NA
"27286","ENSMUSG00000086144",NA
"27287","ENSMUSG00000086145",NA
"27288","ENSMUSG00000086146",NA
"27289","ENSMUSG00000086147",NA
"27290","ENSMUSG00000086148",NA
"27291","ENSMUSG00000086150",414068
"27292","ENSMUSG00000086152",100504589
"27293","ENSMUSG00000086153",NA
"27294","ENSMUSG00000086154",NA
"27295","ENSMUSG00000086155",77323
"27296","ENSMUSG00000086156",NA
"27297","ENSMUSG00000086157",NA
"27298","ENSMUSG00000086158",546143
"27299","ENSMUSG00000086159",NA
"27300","ENSMUSG00000086160",NA
"27301","ENSMUSG00000086161",102635334
"27302","ENSMUSG00000086162",NA
"27303","ENSMUSG00000086163",NA
"27304","ENSMUSG00000086164",NA
"27305","ENSMUSG00000086165",NA
"27306","ENSMUSG00000086166",NA
"27307","ENSMUSG00000086167",NA
"27308","ENSMUSG00000086168",NA
"27309","ENSMUSG00000086170",NA
"27310","ENSMUSG00000086171",378776
"27311","ENSMUSG00000086172",NA
"27312","ENSMUSG00000086173",NA
"27313","ENSMUSG00000086174",NA
"27314","ENSMUSG00000086175",NA
"27315","ENSMUSG00000086176",NA
"27316","ENSMUSG00000086177",NA
"27317","ENSMUSG00000086179",670507
"27318","ENSMUSG00000086181",NA
"27319","ENSMUSG00000086184",NA
"27320","ENSMUSG00000086185",NA
"27321","ENSMUSG00000086186",75517
"27322","ENSMUSG00000086187",NA
"27323","ENSMUSG00000086188",NA
"27324","ENSMUSG00000086189",108168861
"27325","ENSMUSG00000086190",NA
"27326","ENSMUSG00000086191",NA
"27327","ENSMUSG00000086192",NA
"27328","ENSMUSG00000086193",NA
"27329","ENSMUSG00000086194",NA
"27330","ENSMUSG00000086195",NA
"27331","ENSMUSG00000086196",NA
"27332","ENSMUSG00000086197",NA
"27333","ENSMUSG00000086199",71489
"27334","ENSMUSG00000086201",NA
"27335","ENSMUSG00000086202",69405
"27336","ENSMUSG00000086203",NA
"27337","ENSMUSG00000086204",NA
"27338","ENSMUSG00000086205",NA
"27339","ENSMUSG00000086206",NA
"27340","ENSMUSG00000086207",NA
"27341","ENSMUSG00000086209",71056
"27342","ENSMUSG00000086211",NA
"27343","ENSMUSG00000086212",NA
"27344","ENSMUSG00000086213",74333
"27345","ENSMUSG00000086214",102635955
"27346","ENSMUSG00000086216",NA
"27347","ENSMUSG00000086219",76798
"27348","ENSMUSG00000086220",NA
"27349","ENSMUSG00000086221",73938
"27350","ENSMUSG00000086222",NA
"27351","ENSMUSG00000086224",NA
"27352","ENSMUSG00000086225",NA
"27353","ENSMUSG00000086226",NA
"27354","ENSMUSG00000086227",NA
"27355","ENSMUSG00000086228",208080
"27356","ENSMUSG00000086229",NA
"27357","ENSMUSG00000086231",NA
"27358","ENSMUSG00000086232",NA
"27359","ENSMUSG00000086233",NA
"27360","ENSMUSG00000086234",NA
"27361","ENSMUSG00000086235",NA
"27362","ENSMUSG00000086236",100529079
"27363","ENSMUSG00000086237",NA
"27364","ENSMUSG00000086238",NA
"27365","ENSMUSG00000086239",105242800
"27366","ENSMUSG00000086240",NA
"27367","ENSMUSG00000086241",74953
"27368","ENSMUSG00000086243",NA
"27369","ENSMUSG00000086244",NA
"27370","ENSMUSG00000086245",NA
"27371","ENSMUSG00000086246",NA
"27372","ENSMUSG00000086247",100504007
"27373","ENSMUSG00000086248",NA
"27374","ENSMUSG00000086249",NA
"27375","ENSMUSG00000086250",NA
"27376","ENSMUSG00000086251",NA
"27377","ENSMUSG00000086253",NA
"27378","ENSMUSG00000086254",73076
"27379","ENSMUSG00000086255",NA
"27380","ENSMUSG00000086256",NA
"27381","ENSMUSG00000086257",75360
"27382","ENSMUSG00000086258",NA
"27383","ENSMUSG00000086259",76003
"27384","ENSMUSG00000086260",NA
"27385","ENSMUSG00000086261",NA
"27386","ENSMUSG00000086262",77835
"27387","ENSMUSG00000086263",75090
"27388","ENSMUSG00000086264",329253
"27389","ENSMUSG00000086265",NA
"27390","ENSMUSG00000086266",111975
"27391","ENSMUSG00000086267",NA
"27392","ENSMUSG00000086268",NA
"27393","ENSMUSG00000086269",NA
"27394","ENSMUSG00000086272",NA
"27395","ENSMUSG00000086273",78212
"27396","ENSMUSG00000086275",NA
"27397","ENSMUSG00000086277",75368
"27398","ENSMUSG00000086278",NA
"27399","ENSMUSG00000086279",NA
"27400","ENSMUSG00000086282",NA
"27401","ENSMUSG00000086283",NA
"27402","ENSMUSG00000086284",78508
"27403","ENSMUSG00000086286",NA
"27404","ENSMUSG00000086287",100502834
"27405","ENSMUSG00000086288",NA
"27406","ENSMUSG00000086289",NA
"27407","ENSMUSG00000086290",100039864
"27408","ENSMUSG00000086291",NA
"27409","ENSMUSG00000086293",NA
"27410","ENSMUSG00000086296",NA
"27411","ENSMUSG00000086297",NA
"27412","ENSMUSG00000086298",NA
"27413","ENSMUSG00000086302",NA
"27414","ENSMUSG00000086306",NA
"27415","ENSMUSG00000086308",108168785
"27416","ENSMUSG00000086310",NA
"27417","ENSMUSG00000086311",NA
"27418","ENSMUSG00000086312",NA
"27419","ENSMUSG00000086313",NA
"27420","ENSMUSG00000086315",100043606
"27421","ENSMUSG00000086316",70123
"27422","ENSMUSG00000086319",105245067
"27423","ENSMUSG00000086320",NA
"27424","ENSMUSG00000086321",790913
"27425","ENSMUSG00000086322",NA
"27426","ENSMUSG00000086324",NA
"27427","ENSMUSG00000086326",NA
"27428","ENSMUSG00000086327",76392
