"","term_name","query.x","significant.x","p_value.x","term_size.x","query_size.x","intersection_size.x","precision.x","recall.x","term_id.x","source.x","effective_domain_size.x","source_order.x","parents.x","evidence_codes.x","intersection.x","direction.x","query.y","significant.y","p_value.y","term_size.y","query_size.y","intersection_size.y","precision.y","recall.y","term_id.y","source.y","effective_domain_size.y","source_order.y","parents.y","evidence_codes.y","intersection.y","direction.y"
"11","cellular ketone metabolic process","query_1","TRUE","0.000113875691391515","233","982","28","0.0285132382892057","0.120171673819742","GO:0042180","GO:BP","27543","11580","c(""GO:0044237"", ""GO:0044281"", ""GO:0071704"")","ISS ISO IBA IEA,IMP,IDA IBA IEA,IBA,IMP,IMP,IBA,IMP,IEA,IMP,IDA IMP ISO IBA IEA,ISO,IEA,IBA,IEA,IMP ISO IBA IEA,ISO,ISO,ISO,ISO,ISS ISO,ISS ISO IEA,ISO,IDA ISO,ISO,ISO,ISO,ISO","ENSMUSG00000003555,ENSMUSG00000005373,ENSMUSG00000017718,ENSMUSG00000021207,ENSMUSG00000022186,ENSMUSG00000023019,ENSMUSG00000024292,ENSMUSG00000025059,ENSMUSG00000026866,ENSMUSG00000028655,ENSMUSG00000031549,ENSMUSG00000031725,ENSMUSG00000033122,ENSMUSG00000033715,ENSMUSG00000037542,ENSMUSG00000039783,ENSMUSG00000040650,ENSMUSG00000054052,ENSMUSG00000054385,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057228,ENSMUSG00000061959,ENSMUSG00000074028,ENSMUSG00000074639,ENSMUSG00000078964,ENSMUSG00000095143,ENSMUSG00000095388","downregulated","query_1","TRUE","5.7623326657797e-08","233","468","23","0.0491452991452991","0.0987124463519313","GO:0042180","GO:BP","27543","11580","c(""GO:0044237"", ""GO:0044281"", ""GO:0071704"")","IBA,IDA ISO IBA,IBA,ISS ISO IEA,IBA,IMP,ISS ISO IEA,ISS ISO TAS IEA,IBA IEA,ISO IBA IEA,ISO IBA IEA,IBA,IBA,IEA,ISO,ISO IEA,ISO,ISS ISO,ISO,ISO IBA,ISO,ISO,ISO","ENSMUSG00000021210,ENSMUSG00000022589,ENSMUSG00000024292,ENSMUSG00000025396,ENSMUSG00000025955,ENSMUSG00000027048,ENSMUSG00000028011,ENSMUSG00000028240,ENSMUSG00000030804,ENSMUSG00000032079,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032323,ENSMUSG00000033122,ENSMUSG00000040660,ENSMUSG00000054422,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057400,ENSMUSG00000075604,ENSMUSG00000078964,ENSMUSG00000095143,ENSMUSG00000109350","downregulated"
"12","cellular response to xenobiotic stimulus","query_1","TRUE","0.000968481243202348","198","982","24","0.0244399185336049","0.121212121212121","GO:0071466","GO:BP","27543","19487","c(""GO:0009410"", ""GO:0070887"")","IBA,IEA,IEA,IBA,ISO,IMP,ISO IEA,ISO IEA,IMP,ISO IBA,IBA,ISO IBA,IEA,ISS ISO IEA,IBA,ISS ISO IEA,IMP,IBA,IBA,IBA,IBA,IBA,IBA,IBA","ENSMUSG00000010651,ENSMUSG00000021135,ENSMUSG00000022061,ENSMUSG00000025197,ENSMUSG00000026691,ENSMUSG00000026692,ENSMUSG00000029269,ENSMUSG00000040170,ENSMUSG00000040181,ENSMUSG00000040650,ENSMUSG00000052520,ENSMUSG00000057933,ENSMUSG00000058975,ENSMUSG00000063415,ENSMUSG00000066097,ENSMUSG00000069805,ENSMUSG00000079262,ENSMUSG00000081362,ENSMUSG00000082932,ENSMUSG00000089675,ENSMUSG00000089943,ENSMUSG00000090171,ENSMUSG00000092008,ENSMUSG00000096852","downregulated","query_1","TRUE","2.85882559937585e-12","198","468","26","0.0555555555555556","0.131313131313131","GO:0071466","GO:BP","27543","19487","c(""GO:0009410"", ""GO:0070887"")","IBA,IDA,IEA,IBA,IBA,ISO,ISS ISO IEA,ISO,IMP ISO IEA,ISO IEA,IEA,ISO IBA,IBA,IBA,IEA,IBA,IBA,IBA,IBA,IBA,ISO,IBA,ISO,ISO,IBA,IBA","ENSMUSG00000003053,ENSMUSG00000004038,ENSMUSG00000021135,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000026691,ENSMUSG00000027048,ENSMUSG00000030378,ENSMUSG00000032310,ENSMUSG00000035836,ENSMUSG00000039672,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054827,ENSMUSG00000058975,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074375,ENSMUSG00000074882,ENSMUSG00000078798,ENSMUSG00000078799,ENSMUSG00000091867,ENSMUSG00000094806","downregulated"
"13","Drug metabolism - other enzymes","query_1","TRUE","0.0108885048397499","89","338","13","0.0384615384615385","0.146067415730337","KEGG:00983","KEGG","8583","155","KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000022304,ENSMUSG00000026839,ENSMUSG00000031725,ENSMUSG00000033427,ENSMUSG00000035780,ENSMUSG00000056973,ENSMUSG00000057933,ENSMUSG00000061906,ENSMUSG00000061959,ENSMUSG00000089675,ENSMUSG00000089943,ENSMUSG00000090171,ENSMUSG00000091813","downregulated","query_1","TRUE","0.0161280114638533","89","173","9","0.0520231213872832","0.101123595505618","KEGG:00983","KEGG","8583","155","KEGG:00000","KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG,KEGG","ENSMUSG00000004038,ENSMUSG00000022304,ENSMUSG00000035836,ENSMUSG00000055730,ENSMUSG00000056973,ENSMUSG00000057400,ENSMUSG00000061906,ENSMUSG00000070704,ENSMUSG00000091813","downregulated"
"14","fatty acid metabolic process","query_1","TRUE","1.11305942315088e-11","452","982","55","0.0560081466395112","0.121681415929204","GO:0006631","GO:BP","27543","2603","c(""GO:0032787"", ""GO:0044255"")","ISS ISO IBA IEA,IMP,IEA,ISO IBA IEA,IBA,IDA IBA IEA,ISO IBA IC,IBA TAS IEA,ISO IBA IEA,IMP ISS ISO IBA TAS IEA,ISO IBA,IMP,ISO IBA IEA,ISA IEA,IDA IMP ISO IBA TAS IEA,IBA,ISO IEA,ISO IEA,IMP,ISO IBA,ISO IBA IEA,ISO IBA TAS IEA,IBA IEA,IBA IEA,IDA ISO,IDA IBA IEA,IBA,IDA,IMP ISO IBA IEA,IMP ISO IBA IEA,IBA IEA,IBA,IEA,IEA,IDA ISO IBA IEA,ISO,ISO,IDA IBA,IDA ISO,ISO,ISO IEA,ISO,IMP ISS ISO IBA IEA,ISO IBA,ISO IBA TAS IEA,ISO,IDA ISO,IBA IEA,ISO,ISO,IEA,ISO,IBA,IBA,IBA","ENSMUSG00000003809,ENSMUSG00000005373,ENSMUSG00000006542,ENSMUSG00000010651,ENSMUSG00000021207,ENSMUSG00000021228,ENSMUSG00000021416,ENSMUSG00000021620,ENSMUSG00000021751,ENSMUSG00000022853,ENSMUSG00000024292,ENSMUSG00000025059,ENSMUSG00000025197,ENSMUSG00000026189,ENSMUSG00000027359,ENSMUSG00000027513,ENSMUSG00000027870,ENSMUSG00000028553,ENSMUSG00000028655,ENSMUSG00000028712,ENSMUSG00000028715,ENSMUSG00000030382,ENSMUSG00000030945,ENSMUSG00000030972,ENSMUSG00000031725,ENSMUSG00000033533,ENSMUSG00000033715,ENSMUSG00000034875,ENSMUSG00000037071,ENSMUSG00000038754,ENSMUSG00000039653,ENSMUSG00000040650,ENSMUSG00000041653,ENSMUSG00000044788,ENSMUSG00000052392,ENSMUSG00000052520,ENSMUSG00000054385,ENSMUSG00000054474,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000058022,ENSMUSG00000061959,ENSMUSG00000062908,ENSMUSG00000063929,ENSMUSG00000066072,ENSMUSG00000066097,ENSMUSG00000074028,ENSMUSG00000078937,ENSMUSG00000078964,ENSMUSG00000082932,ENSMUSG00000089739,ENSMUSG00000091813,ENSMUSG00000092008,ENSMUSG00000096852,ENSMUSG00000115022","downregulated","query_1","TRUE","3.98320474126585e-10","452","468","35","0.0747863247863248","0.0774336283185841","GO:0006631","GO:BP","27543","2603","c(""GO:0032787"", ""GO:0044255"")","IDA IBA IEA,IBA,ISO IBA,IDA IBA,IBA IEA,IBA,IMP,ISS ISO IBA IEA,IEA,ISO IEA,IMP,ISO IBA TAS IEA,ISO IBA IEA,ISO IBA IEA,IBA,IEA,IBA,IDA IBA IEA,ISO IEA,IDA IBA,ISO,IDA ISO,ISO,ISO,IBA,IBA,IBA,IDA IBA,IBA,IBA,ISO,ISO,IBA,IBA,ISO","ENSMUSG00000003053,ENSMUSG00000021210,ENSMUSG00000024292,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000025955,ENSMUSG00000027048,ENSMUSG00000027261,ENSMUSG00000028148,ENSMUSG00000028240,ENSMUSG00000028749,ENSMUSG00000030382,ENSMUSG00000032079,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032310,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054422,ENSMUSG00000054827,ENSMUSG00000055730,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057400,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074882,ENSMUSG00000078964,ENSMUSG00000091813,ENSMUSG00000091867,ENSMUSG00000094806,ENSMUSG00000109350","downregulated"
"15","heme binding","query_1","TRUE","2.64275080538444e-06","182","980","27","0.0275510204081633","0.148351648351648","GO:0020037","GO:MF","25412","4649","GO:0046906","ISS ISO IEA,ISS ISO IEA,IEA,IEA,IEA,ISO IEA,IBA IEA,ISS ISO IEA,IEA,IEA,IEA,IEA,ISO IBA IEA,IBA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IBA IEA,IBA IEA,IBA IEA,IBA IEA,IBA IEA,ISO IBA IEA,ISO IBA IEA","ENSMUSG00000001467,ENSMUSG00000003555,ENSMUSG00000005547,ENSMUSG00000022445,ENSMUSG00000022877,ENSMUSG00000024292,ENSMUSG00000025197,ENSMUSG00000028356,ENSMUSG00000028712,ENSMUSG00000028713,ENSMUSG00000028715,ENSMUSG00000031549,ENSMUSG00000040650,ENSMUSG00000052520,ENSMUSG00000056035,ENSMUSG00000062432,ENSMUSG00000063415,ENSMUSG00000063929,ENSMUSG00000064351,ENSMUSG00000066072,ENSMUSG00000066097,ENSMUSG00000073063,ENSMUSG00000073940,ENSMUSG00000081362,ENSMUSG00000082932,ENSMUSG00000092008,ENSMUSG00000096852","downregulated","query_1","TRUE","1.23202618617501e-20","182","458","33","0.0720524017467249","0.181318681318681","GO:0020037","GO:MF","25412","4649","GO:0046906","ISO IBA IEA,ISS ISO IEA,IEA,ISO IEA,IBA IEA,ISO IBA IEA,ISS ISO IBA IEA,IEA,IEA,IEA,ISO,ISS ISO IEA,ISS ISO IEA,IEA,ISO IBA IEA,ISO IBA IEA,IEA,IEA,ISO IBA IEA,IEA,IDA IEA,ISO IBA IEA,IBA IEA,IEA,IEA,ISO IBA IEA,ISO IBA IEA,ISO IBA IEA,ISO IBA IEA,IEA,ISO IEA,ISO IBA IEA,ISO IBA IEA","ENSMUSG00000003053,ENSMUSG00000022589,ENSMUSG00000022877,ENSMUSG00000024292,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000028011,ENSMUSG00000028240,ENSMUSG00000029630,ENSMUSG00000030483,ENSMUSG00000030895,ENSMUSG00000032310,ENSMUSG00000032323,ENSMUSG00000038656,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000050994,ENSMUSG00000054417,ENSMUSG00000054827,ENSMUSG00000056035,ENSMUSG00000056436,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000061292,ENSMUSG00000062432,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074882,ENSMUSG00000075551,ENSMUSG00000075604,ENSMUSG00000091867,ENSMUSG00000094806","downregulated"
"16","hormone metabolic process","query_1","TRUE","0.000615638061926405","237","982","27","0.0274949083503055","0.113924050632911","GO:0042445","GO:BP","27543","11762","c(""GO:0008152"", ""GO:0010817"")","ISS ISO IBA IEA,IMP ISO IEA,ISS ISO IBA IEA,IBA,ISS ISO IBA IEA,IBA,IMP ISO IEA,ISO IEA,IMP IGI ISS ISO IEA,IDA ISO IEA,IEA,NAS,IBA,IEA,IDA ISS ISO IBA IEA,IBA,ISO IBA IEA,ISO,IEA,IEA,ISO IEA,ISS ISO IC IEA,ISS ISO IBA,ISO,IBA,ISO IBA,ISO IBA","ENSMUSG00000003555,ENSMUSG00000005220,ENSMUSG00000019762,ENSMUSG00000020131,ENSMUSG00000020804,ENSMUSG00000021207,ENSMUSG00000024107,ENSMUSG00000024899,ENSMUSG00000028003,ENSMUSG00000029269,ENSMUSG00000031725,ENSMUSG00000032066,ENSMUSG00000033715,ENSMUSG00000034785,ENSMUSG00000037542,ENSMUSG00000038092,ENSMUSG00000038641,ENSMUSG00000054052,ENSMUSG00000056973,ENSMUSG00000061959,ENSMUSG00000062432,ENSMUSG00000063415,ENSMUSG00000063730,ENSMUSG00000074639,ENSMUSG00000090817,ENSMUSG00000095143,ENSMUSG00000095388","downregulated","query_1","TRUE","1.92215915097117e-05","237","468","20","0.0427350427350427","0.0843881856540084","GO:0042445","GO:BP","27543","11762","c(""GO:0008152"", ""GO:0010817"")","IBA,IDA ISO IBA,ISO,IBA,IMP,IBA,ISO,ISS ISO IEA,IDA ISO IBA IEA,IEA,ISO IEA,IEA,IEA,IEA,ISO IEA,ISO,ISO IBA,ISO,ISO,ISO IBA","ENSMUSG00000021210,ENSMUSG00000022589,ENSMUSG00000025002,ENSMUSG00000025955,ENSMUSG00000026751,ENSMUSG00000027871,ENSMUSG00000030378,ENSMUSG00000032310,ENSMUSG00000032323,ENSMUSG00000034785,ENSMUSG00000035836,ENSMUSG00000040134,ENSMUSG00000055730,ENSMUSG00000056973,ENSMUSG00000062432,ENSMUSG00000074375,ENSMUSG00000075604,ENSMUSG00000078798,ENSMUSG00000078799,ENSMUSG00000095143","downregulated"
"17","iron ion binding","query_1","TRUE","6.60547118263575e-05","211","980","27","0.0275510204081633","0.127962085308057","GO:0005506","GO:MF","25412","1874","GO:0046914","ISS ISO IEA,IEA,IEA,IEA,ISO IEA,IEA,ISS ISO IEA,IEA,IEA,IEA,IEA,IEA,ISS ISO IBA IEA,IEA,ISS ISO IEA,IEA,IEA,ISO IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSMUSG00000000673,ENSMUSG00000001467,ENSMUSG00000003555,ENSMUSG00000005547,ENSMUSG00000020051,ENSMUSG00000022445,ENSMUSG00000022613,ENSMUSG00000024292,ENSMUSG00000025197,ENSMUSG00000028712,ENSMUSG00000028713,ENSMUSG00000028715,ENSMUSG00000037071,ENSMUSG00000040650,ENSMUSG00000040943,ENSMUSG00000041660,ENSMUSG00000052520,ENSMUSG00000056035,ENSMUSG00000062432,ENSMUSG00000063415,ENSMUSG00000063929,ENSMUSG00000066072,ENSMUSG00000066097,ENSMUSG00000081362,ENSMUSG00000082932,ENSMUSG00000092008,ENSMUSG00000096852","downregulated","query_1","TRUE","1.53447076610426e-13","211","458","28","0.0611353711790393","0.132701421800948","GO:0005506","GO:MF","25412","1874","GO:0046914","IEA,IEA,IEA,IEA,IEA,IEA,ISO IEA,IEA,IEA,IEA,IEA,IEA,IEA,ISO IEA,IEA,ISO IEA,IEA,IEA,ISO IEA,IEA,IEA,IEA,IEA,IEA,ISO IEA,IEA,IEA,IEA","ENSMUSG00000003053,ENSMUSG00000022589,ENSMUSG00000024292,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000028240,ENSMUSG00000029630,ENSMUSG00000030483,ENSMUSG00000032310,ENSMUSG00000032323,ENSMUSG00000038656,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054417,ENSMUSG00000054827,ENSMUSG00000056035,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000061292,ENSMUSG00000062432,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074882,ENSMUSG00000075551,ENSMUSG00000075604,ENSMUSG00000091867,ENSMUSG00000094806","downregulated"
"18","lipid catabolic process","query_1","TRUE","0.000159988223915707","344","982","35","0.0356415478615071","0.101744186046512","GO:0016042","GO:BP","27543","5644","c(""GO:0006629"", ""GO:1901575"")","ISS ISO IBA IEA,ISO IBA,IEA,ISO IC,ISO IBA IEA,IDA ISS ISO IBA IEA,IMP ISS ISO IBA TAS IEA,ISO IBA,IMP ISO IBA IEA,IBA,IDA IBA,ISO IBA IEA,IMP,IEA,IEA,IDA IBA,IDA ISS ISO IBA IEA,IDA,IEA,IEA,ISO IEA,IEA,IDA IMP IBA NAS IEA,IBA,ISO IEA,IBA,ISO IEA,IMP ISS ISO IBA IEA,ISO IC IEA,IEA,IEA,IBA,IEA,IBA,IBA","ENSMUSG00000003809,ENSMUSG00000010651,ENSMUSG00000015001,ENSMUSG00000021416,ENSMUSG00000021751,ENSMUSG00000022425,ENSMUSG00000022853,ENSMUSG00000024292,ENSMUSG00000027359,ENSMUSG00000027513,ENSMUSG00000027761,ENSMUSG00000028553,ENSMUSG00000028655,ENSMUSG00000028712,ENSMUSG00000028715,ENSMUSG00000031725,ENSMUSG00000032066,ENSMUSG00000034875,ENSMUSG00000037686,ENSMUSG00000038173,ENSMUSG00000038641,ENSMUSG00000041653,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000058022,ENSMUSG00000061959,ENSMUSG00000062432,ENSMUSG00000062908,ENSMUSG00000063415,ENSMUSG00000063929,ENSMUSG00000066072,ENSMUSG00000074156,ENSMUSG00000078937,ENSMUSG00000078964,ENSMUSG00000115022","downregulated","query_1","TRUE","0.00206306937133007","344","468","21","0.0448717948717949","0.061046511627907","GO:0016042","GO:BP","27543","5644","c(""GO:0006629"", ""GO:1901575"")","ISO,ISO IBA,ISS ISO IEA,ISO IEA,IMP,ISS ISO IBA IEA,IDA ISS ISO IEA,IEA,IEA,IEA,ISO IBA IEA,ISO IBA IEA,IBA,ISO IEA,ISO IEA,IDA IMP IBA NAS IEA,IBA,IBA,ISO IEA,IBA,ISO IBA IEA","ENSMUSG00000000049,ENSMUSG00000024292,ENSMUSG00000025396,ENSMUSG00000025991,ENSMUSG00000027048,ENSMUSG00000027261,ENSMUSG00000028240,ENSMUSG00000028749,ENSMUSG00000030230,ENSMUSG00000030378,ENSMUSG00000032079,ENSMUSG00000032080,ENSMUSG00000032083,ENSMUSG00000032310,ENSMUSG00000054422,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057400,ENSMUSG00000062432,ENSMUSG00000078964,ENSMUSG00000109350","downregulated"
"19","lipid localization","query_1","TRUE","0.00244563123282161","490","982","41","0.0417515274949083","0.0836734693877551","GO:0010876","GO:BP","27543","4997","GO:0033036","IDA ISO IBA IEA,IMP,IEA,IDA IBA,ISO IBA IEA,ISS ISO IEA,IDA IBA IEA,IDA,ISO IEA,IDA IMP ISO IC IEA,IMP ISO IBA IEA,IEA,IDA ISO IBA IEA,IBA,IGI,IDA,ISO IEA,IDA IMP ISO IEA,IDA IMP IBA IEA,ISO,IBA,IBA IEA,IBA,ISO,IMP,IEA,IDA IPI IBA IEA,ISO,ISO,ISS ISO,IBA,ISO,IEA,ISO IEA,IEA,IDA,IBA IEA,IEA,ISO IBA TAS IEA,ISO,IBA","ENSMUSG00000004668,ENSMUSG00000006574,ENSMUSG00000015001,ENSMUSG00000020062,ENSMUSG00000021135,ENSMUSG00000022061,ENSMUSG00000022215,ENSMUSG00000022366,ENSMUSG00000024107,ENSMUSG00000024254,ENSMUSG00000024391,ENSMUSG00000024757,ENSMUSG00000027359,ENSMUSG00000027530,ENSMUSG00000028003,ENSMUSG00000028017,ENSMUSG00000028553,ENSMUSG00000028655,ENSMUSG00000030382,ENSMUSG00000031725,ENSMUSG00000032454,ENSMUSG00000035435,ENSMUSG00000041698,ENSMUSG00000048834,ENSMUSG00000052520,ENSMUSG00000052562,ENSMUSG00000053862,ENSMUSG00000054385,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000058921,ENSMUSG00000061959,ENSMUSG00000063590,ENSMUSG00000064177,ENSMUSG00000067656,ENSMUSG00000073988,ENSMUSG00000074139,ENSMUSG00000075044,ENSMUSG00000078937,ENSMUSG00000078964,ENSMUSG00000079262","downregulated","query_1","TRUE","1.96577317855473e-08","490","468","34","0.0726495726495727","0.0693877551020408","GO:0010876","GO:BP","27543","4997","GO:0033036","ISO,ISO IEA,IMP,ISO,ISO IBA IEA,IBA,IDA IMP ISO IC IEA,IMP ISS ISO IBA IEA,IBA,IDA,IEA,IEA,ISO IBA IEA,IDA IMP IBA IEA,ISO IBA IEA,IMP ISO IBA IEA,IEA,IDA IMP ISS ISO IBA IEA,IDA IPI IBA,IEA,ISO IEA,IDA IMP ISO IC IEA,IGI IEA,ISO IBA IEA,ISO,ISS ISO,ISO,ISO IEA,ISO IBA IEA,ISS,ISS,ISS,ISO,ISO IEA","ENSMUSG00000000049,ENSMUSG00000002588,ENSMUSG00000006574,ENSMUSG00000012705,ENSMUSG00000021135,ENSMUSG00000022753,ENSMUSG00000024254,ENSMUSG00000027048,ENSMUSG00000027528,ENSMUSG00000028017,ENSMUSG00000028240,ENSMUSG00000028749,ENSMUSG00000030236,ENSMUSG00000030382,ENSMUSG00000032079,ENSMUSG00000032080,ENSMUSG00000032081,ENSMUSG00000032083,ENSMUSG00000035699,ENSMUSG00000037583,ENSMUSG00000037942,ENSMUSG00000040505,ENSMUSG00000047631,ENSMUSG00000054422,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057400,ENSMUSG00000064177,ENSMUSG00000074336,ENSMUSG00000078674,ENSMUSG00000078675,ENSMUSG00000078686,ENSMUSG00000078964,ENSMUSG00000109350","downregulated"
"20","lipid transport","query_1","TRUE","0.00166050070006208","430","982","38","0.0386965376782077","0.0883720930232558","GO:0006869","GO:BP","27543","2815","c(""GO:0010876"", ""GO:0071702"")","IDA ISO IBA IEA,IMP,IEA,IDA IBA,ISO IBA IEA,ISS ISO IEA,IDA,ISO IEA,IDA IMP ISO IC IEA,IMP ISO IBA IEA,IEA,IDA ISO IBA IEA,IBA,IGI,IDA,IDA IMP ISO IEA,IDA IMP IBA IEA,ISO,IBA,IBA IEA,IBA,IMP,IEA,IDA IPI IBA IEA,ISO,ISO,ISS ISO,IBA,ISO,IEA,ISO IEA,IEA,IDA,IBA IEA,IEA,ISO IBA TAS IEA,ISO,IBA","ENSMUSG00000004668,ENSMUSG00000006574,ENSMUSG00000015001,ENSMUSG00000020062,ENSMUSG00000021135,ENSMUSG00000022061,ENSMUSG00000022366,ENSMUSG00000024107,ENSMUSG00000024254,ENSMUSG00000024391,ENSMUSG00000024757,ENSMUSG00000027359,ENSMUSG00000027530,ENSMUSG00000028003,ENSMUSG00000028017,ENSMUSG00000028655,ENSMUSG00000030382,ENSMUSG00000031725,ENSMUSG00000032454,ENSMUSG00000035435,ENSMUSG00000041698,ENSMUSG00000052520,ENSMUSG00000052562,ENSMUSG00000053862,ENSMUSG00000054385,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000058921,ENSMUSG00000061959,ENSMUSG00000063590,ENSMUSG00000064177,ENSMUSG00000067656,ENSMUSG00000073988,ENSMUSG00000074139,ENSMUSG00000075044,ENSMUSG00000078937,ENSMUSG00000078964,ENSMUSG00000079262","downregulated","query_1","TRUE","3.17555000077091e-07","430","468","30","0.0641025641025641","0.0697674418604651","GO:0006869","GO:BP","27543","2815","c(""GO:0010876"", ""GO:0071702"")","ISO,ISO IEA,IMP,ISO,ISO IBA IEA,IBA,IDA IMP ISO IC IEA,IMP ISS ISO IBA IEA,IBA,IDA,IEA,IEA,ISO IBA IEA,IDA IMP IBA IEA,ISO IBA IEA,IMP ISO IBA IEA,IEA,IDA IMP ISS ISO IBA IEA,IDA IPI IBA,IEA,IDA IMP ISO IC IEA,IGI IEA,ISO IBA IEA,ISO,ISS ISO,ISO,ISO IEA,IEA,ISO,ISO IEA","ENSMUSG00000000049,ENSMUSG00000002588,ENSMUSG00000006574,ENSMUSG00000012705,ENSMUSG00000021135,ENSMUSG00000022753,ENSMUSG00000024254,ENSMUSG00000027048,ENSMUSG00000027528,ENSMUSG00000028017,ENSMUSG00000028240,ENSMUSG00000028749,ENSMUSG00000030236,ENSMUSG00000030382,ENSMUSG00000032079,ENSMUSG00000032080,ENSMUSG00000032081,ENSMUSG00000032083,ENSMUSG00000035699,ENSMUSG00000037583,ENSMUSG00000040505,ENSMUSG00000047631,ENSMUSG00000054422,ENSMUSG00000056973,ENSMUSG00000057074,ENSMUSG00000057400,ENSMUSG00000064177,ENSMUSG00000074336,ENSMUSG00000078964,ENSMUSG00000109350","downregulated"
"21","long-chain fatty acid metabolic process","query_1","TRUE","0.000455640174157452","124","982","19","0.0193482688391039","0.153225806451613","GO:0001676","GO:BP","27543","491","GO:0006631","IDA,ISO IBA,ISO IBA IEA,IDA ISO TAS IEA,ISO IBA,ISO IBA,TAS IEA,IEA,IBA,IEA,ISO IEA,ISO,ISO IEA,ISO IBA,ISO IBA,ISO,ISO,IBA,IBA","ENSMUSG00000021228,ENSMUSG00000024292,ENSMUSG00000025197,ENSMUSG00000027359,ENSMUSG00000028712,ENSMUSG00000028715,ENSMUSG00000030382,ENSMUSG00000033533,ENSMUSG00000040650,ENSMUSG00000041653,ENSMUSG00000052392,ENSMUSG00000052520,ENSMUSG00000058022,ENSMUSG00000063929,ENSMUSG00000066072,ENSMUSG00000066097,ENSMUSG00000082932,ENSMUSG00000092008,ENSMUSG00000096852","downregulated","query_1","TRUE","1.48836182381255e-08","124","468","18","0.0384615384615385","0.145161290322581","GO:0001676","GO:BP","27543","491","GO:0006631","IDA IBA IEA,ISO IBA,IDA IBA,IBA IEA,IMP,TAS IEA,IEA,IBA,IDA IBA IEA,IDA IBA,IBA,IBA,IBA,IDA IBA,IBA,IBA,IBA,IBA","ENSMUSG00000003053,ENSMUSG00000024292,ENSMUSG00000025002,ENSMUSG00000025004,ENSMUSG00000028749,ENSMUSG00000030382,ENSMUSG00000032310,ENSMUSG00000040660,ENSMUSG00000042248,ENSMUSG00000054827,ENSMUSG00000060407,ENSMUSG00000060613,ENSMUSG00000062624,ENSMUSG00000067225,ENSMUSG00000074254,ENSMUSG00000074882,ENSMUSG00000091867,ENSMUSG00000094806","downregulated"
