"","term_name","X.x","query.x","significant.x","p_value.x","term_size.x","query_size.x","intersection_size.x","precision.x","recall.x","term_id.x","source.x","effective_domain_size.x","source_order.x","parents.x","evidence_codes.x","intersection.x","direction.x","X.y","query.y","significant.y","p_value.y","term_size.y","query_size.y","intersection_size.y","precision.y","recall.y","term_id.y","source.y","effective_domain_size.y","source_order.y","parents.y","evidence_codes.y","intersection.y","direction.y","total_genes"
"1","activation of immune response",228,"query_1",TRUE,0.00385836351697307,428,448,23,0.0513392857142857,0.0537383177570093,"GO:0002253","GO:BP",27543,908,"c(""GO:0002376"", ""GO:0050778"")","ISO IEA,ISS ISO IEA,IMP ISO IBA IEA,IMP,IMP,IBA,IDA IMP ISO IBA IEA,IDA IMP ISO IBA IEA,IBA IEA,IMP,ISO IEA,IDA ISS ISO IBA,IBA,IMP ISO IEA,ISO IEA,ISO IEA,ISO IBA IEA,IBA,IDA,IBA IEA,IMP ISO IEA,IBA IEA,IDA","ENSMUSG00000002699,ENSMUSG00000022488,ENSMUSG00000022887,ENSMUSG00000023349,ENSMUSG00000023992,ENSMUSG00000024105,ENSMUSG00000024164,ENSMUSG00000024349,ENSMUSG00000026536,ENSMUSG00000028581,ENSMUSG00000031264,ENSMUSG00000032011,ENSMUSG00000035914,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000040552,ENSMUSG00000042436,ENSMUSG00000045322,ENSMUSG00000054203,ENSMUSG00000058952,ENSMUSG00000074361,ENSMUSG00000099974","upregulated",101,"query_1",TRUE,6.54545293229193e-23,428,1574,89,0.0565438373570521,0.207943925233645,"GO:0002253","GO:BP",27543,908,"c(""GO:0002376"", ""GO:0050778"")","IDA IBA,IBA,IMP IEA,ISO IEA,ISO IEA,IMP,IMP IBA,IMP,IDA IMP ISO IBA IEA,IBA,IMP ISO IEA,ISS ISO IEA,IMP ISO IBA IEA,IMP,IMP,IBA,IDA IMP ISO IBA IEA,IDA IMP ISO IBA IEA,IDA ISO IBA IEA,IEA,IMP IGI ISS ISO IEA,ISO IBA IEA,IBA IEA,ISO IEA,ISS IBA,ISO IEA,IDA IMP,ISO IEA,IMP ISS ISO IBA IEA,IMP,ISO IEA,IEA,ISS ISO IEA,ISO IEA,IDA ISS ISO IBA,IDA,ISO,IBA,IBA,IMP ISO IEA,IMP ISO IEA,ISO IEA,ISO IEA,IMP IBA,ISO IEA,IMP,IMP,IMP,ISO IBA IEA,IDA IBA IEA,ISS ISO IBA,IBA,IGI IBA,IBA,IEA,ISO IBA,IDA,IBA,IDA IGI,IMP IBA,IBA IEA,IBA,IMP,IBA IEA,ISO IEA,IDA IMP IBA IEA,IMP IBA,IMP ISO IEA,IMP IEA,IMP IBA IEA,ISO IBA IEA,ISO IEA,IBA IEA,IBA,IBA,IBA,IBA,ISS ISO IBA IEA,IEA,IDA,IBA,IBA,IBA,IBA,IBA,IBA,IDA,IBA,ISO IBA IEA","ENSMUSG00000000409,ENSMUSG00000000706,ENSMUSG00000001128,ENSMUSG00000002699,ENSMUSG00000005696,ENSMUSG00000015854,ENSMUSG00000020395,ENSMUSG00000020437,ENSMUSG00000021457,ENSMUSG00000022148,ENSMUSG00000022181,ENSMUSG00000022488,ENSMUSG00000022887,ENSMUSG00000023349,ENSMUSG00000023992,ENSMUSG00000024105,ENSMUSG00000024164,ENSMUSG00000024349,ENSMUSG00000024696,ENSMUSG00000026011,ENSMUSG00000026395,ENSMUSG00000026405,ENSMUSG00000026536,ENSMUSG00000026874,ENSMUSG00000026938,ENSMUSG00000027398,ENSMUSG00000027514,ENSMUSG00000027636,ENSMUSG00000027843,ENSMUSG00000028581,ENSMUSG00000030111,ENSMUSG00000030577,ENSMUSG00000030579,ENSMUSG00000031264,ENSMUSG00000032011,ENSMUSG00000032093,ENSMUSG00000034652,ENSMUSG00000035148,ENSMUSG00000035914,ENSMUSG00000036526,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037731,ENSMUSG00000037849,ENSMUSG00000037944,ENSMUSG00000039193,ENSMUSG00000039521,ENSMUSG00000040552,ENSMUSG00000040592,ENSMUSG00000040751,ENSMUSG00000042190,ENSMUSG00000042345,ENSMUSG00000042436,ENSMUSG00000043263,ENSMUSG00000044206,ENSMUSG00000045322,ENSMUSG00000045551,ENSMUSG00000048031,ENSMUSG00000049109,ENSMUSG00000049130,ENSMUSG00000052270,ENSMUSG00000052889,ENSMUSG00000054203,ENSMUSG00000054342,ENSMUSG00000058099,ENSMUSG00000058715,ENSMUSG00000058952,ENSMUSG00000061780,ENSMUSG00000073418,ENSMUSG00000073489,ENSMUSG00000073490,ENSMUSG00000074361,ENSMUSG00000076498,ENSMUSG00000076612,ENSMUSG00000076672,ENSMUSG00000076867,ENSMUSG00000078612,ENSMUSG00000079105,ENSMUSG00000079293,ENSMUSG00000094088,ENSMUSG00000094546,ENSMUSG00000095079,ENSMUSG00000095583,ENSMUSG00000096074,ENSMUSG00000096326,ENSMUSG00000099974,ENSMUSG00000104876,ENSMUSG00000109713","upregulated",112
"2","acute inflammatory response",67,"query_1",TRUE,4.46550035401317e-09,118,448,18,0.0401785714285714,0.152542372881356,"GO:0002526","GO:BP",27543,1171,"GO:0006954","IEA,IMP,IDA,IMP,IDA IEA,IMP,ISO IEA,ISO,IEA,ISO,ISO IEA,IMP,IEA,ISO,IEA,ISO IEA,ISO IEA,ISO","ENSMUSG00000008845,ENSMUSG00000015947,ENSMUSG00000022015,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000025473,ENSMUSG00000025746,ENSMUSG00000026981,ENSMUSG00000028128,ENSMUSG00000029380,ENSMUSG00000029819,ENSMUSG00000029869,ENSMUSG00000031264,ENSMUSG00000035042,ENSMUSG00000042265,ENSMUSG00000044288,ENSMUSG00000060063,ENSMUSG00000079227","upregulated",85,"query_1",TRUE,3.84210128923708e-27,118,1574,50,0.0317662007623888,0.423728813559322,"GO:0002526","GO:BP",27543,1171,"GO:0006954","IMP,IEA,IMP,IMP IBA IEA,ISO IEA,IEA,IDA,ISS ISO IEA,IMP,ISO IEA,IDA IEA,ISS ISO IEA,IMP,ISO,ISO IEA,ISO IEA,IEA,IMP,ISO,IDA IEA,IEA,IEA,IEA,ISO,IEA,IMP,IEA,IEA,IEA,IEA,IBA IEA,IDA ISO,ISO,ISO,ISO,IMP,IEA,IEA,IMP,IEA,ISO IEA,IMP,IEA,IMP,ISO IEA,IEA,ISO,IEA,IEA,ISO","ENSMUSG00000005339,ENSMUSG00000008845,ENSMUSG00000015947,ENSMUSG00000016024,ENSMUSG00000020573,ENSMUSG00000021922,ENSMUSG00000022015,ENSMUSG00000022868,ENSMUSG00000024164,ENSMUSG00000024256,ENSMUSG00000024401,ENSMUSG00000024670,ENSMUSG00000025473,ENSMUSG00000025701,ENSMUSG00000025746,ENSMUSG00000026180,ENSMUSG00000026193,ENSMUSG00000026700,ENSMUSG00000026981,ENSMUSG00000027398,ENSMUSG00000027399,ENSMUSG00000027962,ENSMUSG00000028128,ENSMUSG00000029380,ENSMUSG00000029716,ENSMUSG00000029869,ENSMUSG00000030017,ENSMUSG00000030043,ENSMUSG00000030111,ENSMUSG00000031264,ENSMUSG00000031722,ENSMUSG00000032691,ENSMUSG00000035042,ENSMUSG00000035273,ENSMUSG00000037405,ENSMUSG00000037944,ENSMUSG00000040017,ENSMUSG00000040026,ENSMUSG00000041202,ENSMUSG00000042265,ENSMUSG00000044288,ENSMUSG00000051457,ENSMUSG00000057465,ENSMUSG00000058715,ENSMUSG00000060063,ENSMUSG00000061540,ENSMUSG00000061762,ENSMUSG00000071178,ENSMUSG00000074115,ENSMUSG00000079227","upregulated",68
"3","acute-phase response",240,"query_1",TRUE,0.00464645263476284,47,448,8,0.0178571428571429,0.170212765957447,"GO:0006953","GO:BP",27543,2886,"GO:0002526","IEA,IDA,IDA,IEA,ISO,ISO,ISO IEA,ISO","ENSMUSG00000008845,ENSMUSG00000022015,ENSMUSG00000024401,ENSMUSG00000025746,ENSMUSG00000026981,ENSMUSG00000035042,ENSMUSG00000044288,ENSMUSG00000079227","upregulated",182,"query_1",TRUE,4.60432996871641e-14,47,1574,24,0.0152477763659466,0.51063829787234,"GO:0006953","GO:BP",27543,2886,"GO:0002526","IEA,IMP IBA IEA,IEA,IDA,ISS ISO IEA,IDA,IEA,IEA,ISO,IDA IEA,IEA,IEA,IEA,IEA,IEA,ISO,IEA,IEA,ISO IEA,IEA,IEA,IEA,IEA,ISO","ENSMUSG00000008845,ENSMUSG00000016024,ENSMUSG00000021922,ENSMUSG00000022015,ENSMUSG00000022868,ENSMUSG00000024401,ENSMUSG00000025746,ENSMUSG00000026193,ENSMUSG00000026981,ENSMUSG00000027398,ENSMUSG00000027399,ENSMUSG00000029716,ENSMUSG00000030017,ENSMUSG00000030111,ENSMUSG00000031722,ENSMUSG00000035042,ENSMUSG00000040017,ENSMUSG00000040026,ENSMUSG00000044288,ENSMUSG00000057465,ENSMUSG00000061540,ENSMUSG00000071178,ENSMUSG00000074115,ENSMUSG00000079227","upregulated",32
"4","adaptive immune response",59,"query_1",TRUE,2.08496556665534e-09,549,448,37,0.0825892857142857,0.0673952641165756,"GO:0002250","GO:BP",27543,905,"GO:0006955","IEA,IEA,IMP,IDA,IGI,ISS ISO IEA,IEA,IMP IEA,IMP,IMP IEA,IGI,IDA IMP IEA,IMP ISS ISO IEA,ISS ISO IEA,IMP,IMP IEA,IEA,IBA,ISO IEA,IMP IEA,IMP,IEA,IMP,IMP ISO IEA,ISO IEA,ISO IEA,IEA,IEA,ISO,IEA,IMP IC,IMP IEA,IMP IEA,IMP,IDA,IMP IEA,IEA","ENSMUSG00000004709,ENSMUSG00000004730,ENSMUSG00000015947,ENSMUSG00000021403,ENSMUSG00000022221,ENSMUSG00000022488,ENSMUSG00000022901,ENSMUSG00000023349,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000025746,ENSMUSG00000026070,ENSMUSG00000026072,ENSMUSG00000029869,ENSMUSG00000030144,ENSMUSG00000030148,ENSMUSG00000030745,ENSMUSG00000031165,ENSMUSG00000031264,ENSMUSG00000031659,ENSMUSG00000033860,ENSMUSG00000034227,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037548,ENSMUSG00000038642,ENSMUSG00000040552,ENSMUSG00000042265,ENSMUSG00000049103,ENSMUSG00000049709,ENSMUSG00000052336,ENSMUSG00000053175,ENSMUSG00000053219,ENSMUSG00000058818,ENSMUSG00000058952","upregulated",24,"query_1",TRUE,2.19733445769559e-44,549,1574,134,0.085133418043202,0.24408014571949,"GO:0002250","GO:BP",27543,905,"GO:0006955","IEA,IDA ISS ISO TAS,IMP,IMP,IDA ISO IEA,ISO IEA,IEA,IEA,IMP,IMP,IEA,IEA,ISO IBA IEA,IEA,IMP,IDA IMP,IEA,IMP,IMP,IMP IEA,IDA,IMP IBA IEA,IMP IEA,IMP IEA,IDA,ISS IBA IEA,IEA,IGI,ISS ISO IEA,IDA,IMP,IEA,IMP IEA,IMP IEA,IMP,IMP IEA,IEA,IGI,IMP NAS IEA,ISS ISO IBA IEA,IEA,IMP,IDA ISO IBA IEA,IDA IMP IEA,IMP ISS ISO IEA,ISS ISO IEA,IMP,IEA,IMP,ISO IBA IEA,IDA ISS,IDA IMP,IEA,ISS ISO IEA,IEA,IEA,IEA,IMP IBA,IMP,IEA,IMP IEA,IEA,IGI,IBA,IMP IBA,IDA,ISO IEA,IMP IEA,IMP,IMP,IEA,IEA,IMP,IEA,IEA,IMP,IMP,IEA,IDA,IEA,IMP ISO IEA,ISO IEA,ISO IEA,IDA,IMP,IEA,IEA,IC,IEA,IMP ISS ISO IEA,IEA,ISO,IEA,IMP,IEA,IMP,IEA,ISO IBA IEA,IMP IC,IEA,IMP IEA,IMP IEA,IMP ISS ISO,IMP,IMP IEA,IEA,IEA,IMP,IDA,IMP IBA,IMP IEA,IEA,IEA,IMP IEA,IEA,IBA,IBA,IMP IEA,IDA IEA,IEA,IBA,IDA IBA,IEA,IBA IEA,IBA,IEA,IMP,IBA,IBA,IDA IBA,IBA,IBA IEA,IBA,IBA","ENSMUSG00000002033,ENSMUSG00000002603,ENSMUSG00000002983,ENSMUSG00000003882,ENSMUSG00000004296,ENSMUSG00000004707,ENSMUSG00000004709,ENSMUSG00000004730,ENSMUSG00000005339,ENSMUSG00000005540,ENSMUSG00000005696,ENSMUSG00000010142,ENSMUSG00000015314,ENSMUSG00000015355,ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000016498,ENSMUSG00000018924,ENSMUSG00000019850,ENSMUSG00000019987,ENSMUSG00000020101,ENSMUSG00000020395,ENSMUSG00000020399,ENSMUSG00000020437,ENSMUSG00000021403,ENSMUSG00000021457,ENSMUSG00000022181,ENSMUSG00000022221,ENSMUSG00000022488,ENSMUSG00000022505,ENSMUSG00000022876,ENSMUSG00000022901,ENSMUSG00000023274,ENSMUSG00000023349,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024334,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024659,ENSMUSG00000025163,ENSMUSG00000025225,ENSMUSG00000025383,ENSMUSG00000025746,ENSMUSG00000026070,ENSMUSG00000026072,ENSMUSG00000026177,ENSMUSG00000026285,ENSMUSG00000026395,ENSMUSG00000026405,ENSMUSG00000026573,ENSMUSG00000026700,ENSMUSG00000026874,ENSMUSG00000027398,ENSMUSG00000027636,ENSMUSG00000028001,ENSMUSG00000028460,ENSMUSG00000028599,ENSMUSG00000029869,ENSMUSG00000030124,ENSMUSG00000030144,ENSMUSG00000030148,ENSMUSG00000030560,ENSMUSG00000030745,ENSMUSG00000031101,ENSMUSG00000031132,ENSMUSG00000031165,ENSMUSG00000031264,ENSMUSG00000031497,ENSMUSG00000031659,ENSMUSG00000032093,ENSMUSG00000032094,ENSMUSG00000032691,ENSMUSG00000033831,ENSMUSG00000033860,ENSMUSG00000034227,ENSMUSG00000034266,ENSMUSG00000034686,ENSMUSG00000035413,ENSMUSG00000036594,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037405,ENSMUSG00000037447,ENSMUSG00000037548,ENSMUSG00000037649,ENSMUSG00000037944,ENSMUSG00000038642,ENSMUSG00000039521,ENSMUSG00000039936,ENSMUSG00000040552,ENSMUSG00000040592,ENSMUSG00000040627,ENSMUSG00000040751,ENSMUSG00000040899,ENSMUSG00000042265,ENSMUSG00000044701,ENSMUSG00000049103,ENSMUSG00000049109,ENSMUSG00000049709,ENSMUSG00000051212,ENSMUSG00000051457,ENSMUSG00000051682,ENSMUSG00000052336,ENSMUSG00000052889,ENSMUSG00000053044,ENSMUSG00000053175,ENSMUSG00000053219,ENSMUSG00000058715,ENSMUSG00000058818,ENSMUSG00000058952,ENSMUSG00000060586,ENSMUSG00000066755,ENSMUSG00000067341,ENSMUSG00000071713,ENSMUSG00000071714,ENSMUSG00000073418,ENSMUSG00000073421,ENSMUSG00000074141,ENSMUSG00000076498,ENSMUSG00000076612,ENSMUSG00000076617,ENSMUSG00000076672,ENSMUSG00000076867,ENSMUSG00000079105,ENSMUSG00000079293,ENSMUSG00000094088,ENSMUSG00000094546,ENSMUSG00000095079,ENSMUSG00000095583,ENSMUSG00000096074,ENSMUSG00000096326,ENSMUSG00000104876","upregulated",171
"5","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",134,"query_1",TRUE,2.22447750331818e-05,407,448,26,0.0580357142857143,0.0638820638820639,"GO:0002460","GO:BP",27543,1106,"GO:0002250","IMP,IDA,IGI,ISS ISO IEA,IMP,IMP,IMP IEA,IGI,IDA IMP IEA,IMP ISS ISO IEA,ISS ISO IEA,IMP,IBA,ISO IEA,IMP IEA,IMP,IMP ISO IEA,ISO IEA,ISO IEA,ISO,IMP IC,IMP,IMP,IDA,IMP,IEA","ENSMUSG00000015947,ENSMUSG00000021403,ENSMUSG00000022221,ENSMUSG00000022488,ENSMUSG00000023349,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000025746,ENSMUSG00000026070,ENSMUSG00000026072,ENSMUSG00000029869,ENSMUSG00000030745,ENSMUSG00000031165,ENSMUSG00000031264,ENSMUSG00000034227,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000040552,ENSMUSG00000049103,ENSMUSG00000049709,ENSMUSG00000053175,ENSMUSG00000053219,ENSMUSG00000058818,ENSMUSG00000058952","upregulated",88,"query_1",TRUE,5.61878178411652e-26,407,1574,91,0.0578144853875477,0.223587223587224,"GO:0002460","GO:BP",27543,1106,"GO:0002250","IDA ISS ISO TAS,IMP,IMP,IDA ISO IEA,ISO IEA,IMP,IMP,ISO IBA,IMP,IDA IMP,IMP,IMP,IDA,IMP,IMP,IDA,IEA,IGI,ISS ISO IEA,IDA,IMP,IMP,IMP,IMP IEA,IGI,IMP,ISS ISO IBA IEA,IMP,IDA ISO IBA IEA,IDA IMP IEA,IMP ISS ISO IEA,ISS ISO IEA,IMP,IMP,ISO IBA IEA,IDA ISS,IDA IMP,IEA,ISS ISO IEA,IMP IBA,IMP,IGI,IBA,IMP,IDA,ISO IEA,IMP IEA,IMP,IMP,IMP,IMP,IDA,IMP ISO IEA,ISO IEA,ISO IEA,IDA,IMP,IC,IMP ISS ISO IEA,ISO,IMP,IMP,ISO IBA IEA,IMP IC,IMP,IMP ISS ISO,IMP,IMP,IDA,IMP IBA,IMP,IEA,IMP,IBA,IBA,IMP IEA,IDA,IEA,IBA,IDA IBA,IBA,IBA,IEA,IMP,IBA,IBA,IDA IBA,IBA,IBA,IBA,IBA","ENSMUSG00000002603,ENSMUSG00000002983,ENSMUSG00000003882,ENSMUSG00000004296,ENSMUSG00000004707,ENSMUSG00000005339,ENSMUSG00000005540,ENSMUSG00000015314,ENSMUSG00000015947,ENSMUSG00000016206,ENSMUSG00000019850,ENSMUSG00000019987,ENSMUSG00000020101,ENSMUSG00000020399,ENSMUSG00000020437,ENSMUSG00000021403,ENSMUSG00000022181,ENSMUSG00000022221,ENSMUSG00000022488,ENSMUSG00000022505,ENSMUSG00000023274,ENSMUSG00000023349,ENSMUSG00000023992,ENSMUSG00000024164,ENSMUSG00000024401,ENSMUSG00000024610,ENSMUSG00000024659,ENSMUSG00000025225,ENSMUSG00000025383,ENSMUSG00000025746,ENSMUSG00000026070,ENSMUSG00000026072,ENSMUSG00000026177,ENSMUSG00000026395,ENSMUSG00000026405,ENSMUSG00000026573,ENSMUSG00000026700,ENSMUSG00000026874,ENSMUSG00000027398,ENSMUSG00000028599,ENSMUSG00000029869,ENSMUSG00000030560,ENSMUSG00000030745,ENSMUSG00000031101,ENSMUSG00000031132,ENSMUSG00000031165,ENSMUSG00000031264,ENSMUSG00000031497,ENSMUSG00000032691,ENSMUSG00000034227,ENSMUSG00000034266,ENSMUSG00000035413,ENSMUSG00000036887,ENSMUSG00000036896,ENSMUSG00000036905,ENSMUSG00000037405,ENSMUSG00000037447,ENSMUSG00000037944,ENSMUSG00000039521,ENSMUSG00000040552,ENSMUSG00000040627,ENSMUSG00000040899,ENSMUSG00000044701,ENSMUSG00000049103,ENSMUSG00000049709,ENSMUSG00000051457,ENSMUSG00000051682,ENSMUSG00000053175,ENSMUSG00000053219,ENSMUSG00000058715,ENSMUSG00000058818,ENSMUSG00000058952,ENSMUSG00000066755,ENSMUSG00000071713,ENSMUSG00000071714,ENSMUSG00000073418,ENSMUSG00000073421,ENSMUSG00000074141,ENSMUSG00000076498,ENSMUSG00000076612,ENSMUSG00000076672,ENSMUSG00000076867,ENSMUSG00000079105,ENSMUSG00000079293,ENSMUSG00000094088,ENSMUSG00000094546,ENSMUSG00000095079,ENSMUSG00000095583,ENSMUSG00000096074,ENSMUSG00000096326,ENSMUSG00000104876","upregulated",117
"6","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",198,"query_1",TRUE,0.0011457796340805,226,448,17,0.0379464285714286,0.0752212389380531,"GO:0007188","GO:BP",27543,3086,"GO:0007186","IBA,ISO IBA IEA,ISS ISO IBA,IDA IGI,IEA,ISO IEA,IDA,ISS,ISO IBA IEA,ISO IEA,ISS ISO IEA,IMP ISS ISO IEA,IMP IBA,IMP,ISS ISO IBA IEA,IBA,ISS ISO IBA","ENSMUSG00000004730,ENSMUSG00000007480,ENSMUSG00000021194,ENSMUSG00000021367,ENSMUSG00000021886,ENSMUSG00000024553,ENSMUSG00000028004,ENSMUSG00000029373,ENSMUSG00000031659,ENSMUSG00000034353,ENSMUSG00000034855,ENSMUSG00000036353,ENSMUSG00000039116,ENSMUSG00000040133,ENSMUSG00000044288,ENSMUSG00000045613,ENSMUSG00000070687","upregulated",712,"query_1",TRUE,0.0168191526344998,226,1574,32,0.0203303684879288,0.141592920353982,"GO:0007188","GO:BP",27543,3086,"GO:0007186","IBA,ISO IBA IEA,ISS ISO IBA,IDA IGI,IEA,ISO IBA,ISS ISO IEA,IDA ISO IBA IEA,ISO IEA,IMP ISS ISO IEA,IEA,IDA,ISS,IBA,ISO IBA IEA,ISO IEA,IBA,ISS ISO IEA,IMP ISS ISO IEA,ISO IEA,IMP IBA,IMP,IDA,IBA,ISS ISO IBA IEA,ISS ISO IBA IEA,ISO IBA IEA,IMP,ISO,IDA ISS ISO IEA,IBA,ISS ISO IBA","ENSMUSG00000004730,ENSMUSG00000007480,ENSMUSG00000021194,ENSMUSG00000021367,ENSMUSG00000021886,ENSMUSG00000022376,ENSMUSG00000024211,ENSMUSG00000024256,ENSMUSG00000024553,ENSMUSG00000025496,ENSMUSG00000026390,ENSMUSG00000028004,ENSMUSG00000029373,ENSMUSG00000031298,ENSMUSG00000031659,ENSMUSG00000034353,ENSMUSG00000034792,ENSMUSG00000034855,ENSMUSG00000036353,ENSMUSG00000038587,ENSMUSG00000039116,ENSMUSG00000040133,ENSMUSG00000040836,ENSMUSG00000043895,ENSMUSG00000044017,ENSMUSG00000044288,ENSMUSG00000045569,ENSMUSG00000050075,ENSMUSG00000050232,ENSMUSG00000053647,ENSMUSG00000061577,ENSMUSG00000070687","upregulated",49
"7","anchored component of plasma membrane",326,"query_1",TRUE,0.0264067558433358,78,460,8,0.0173913043478261,0.102564102564103,"GO:0046658","GO:CC",27317,2501,"c(""GO:0031225"", ""GO:0031226"")","ISO IEA,IDA ISO IBA,ISS ISO IEA,ISS ISO IEA,ISS ISO IEA,ISS,IDA,ISO","ENSMUSG00000022780,ENSMUSG00000032011,ENSMUSG00000043557,ENSMUSG00000050896,ENSMUSG00000051439,ENSMUSG00000053219,ENSMUSG00000078452,ENSMUSG00000079685","upregulated",815,"query_1",TRUE,0.002103538449451,78,1622,17,0.0104808877928483,0.217948717948718,"GO:0046658","GO:CC",27317,2501,"c(""GO:0031225"", ""GO:0031226"")","ISO,ISO,ISO IEA,IDA,IBA,IDA ISO IBA,IDA,ISS ISO IEA,ISO,ISS ISO IEA,ISS ISO IEA,IBA,ISO IEA,ISS,IEA,IDA,IDA","ENSMUSG00000003617,ENSMUSG00000015355,ENSMUSG00000022780,ENSMUSG00000027863,ENSMUSG00000031933,ENSMUSG00000032011,ENSMUSG00000037613,ENSMUSG00000043557,ENSMUSG00000047945,ENSMUSG00000050896,ENSMUSG00000051439,ENSMUSG00000052212,ENSMUSG00000053024,ENSMUSG00000053219,ENSMUSG00000058571,ENSMUSG00000078452,ENSMUSG00000091618","upregulated",25
