"","Mouse.gene.stable.ID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"1","ENSMUSG00000000078",5035.96602779167,2.06413178157423,0.0897757595049688,1.02475290887962e-117,8.57285813903581e-116
"2","ENSMUSG00000000126",757.032829176044,4.10414753817468,0.163875308581517,2.05583658275827e-139,2.87600116613533e-137
"3","ENSMUSG00000000182",1.305076470106,5.96104912030821,2.48885842549573,1.07158067002243e-05,2.28305887569463e-05
"4","ENSMUSG00000000202",16.5811203022292,3.90989046140041,0.341201120256787,9.41074263387081e-31,6.64904349785356e-30
"5","ENSMUSG00000000223",49.1109997901256,2.96423299198909,0.232543550591542,2.35979812603802e-38,2.20653830715795e-37
"6","ENSMUSG00000000248",0.839343934768119,3.20821437150583,1.51018201146311,0.00274548602019325,0.00465988699612336
"7","ENSMUSG00000000290",642.762557941698,3.36947065456468,0.16293629061897,6.57893723308789e-96,3.31328436932772e-94
"8","ENSMUSG00000000305",170.490362513503,2.05428073329092,0.161732897621744,1.19891692443352e-37,1.09661921809519e-36
"9","ENSMUSG00000000318",182.306543363608,3.1195690134206,0.191114558916817,1.28654254989568e-60,2.60840804741731e-59
"10","ENSMUSG00000000386",104.624333588137,2.42642758428767,0.230702712547807,1.15135611685093e-26,6.98273082331968e-26
"11","ENSMUSG00000000409",139.359561620031,2.13132545038309,0.159161865129574,1.50956600356325e-41,1.58253045527587e-40
"12","ENSMUSG00000000560",9.82631870330158,2.42292162867283,0.4014116680503,2.89731291589901e-10,8.32750103130384e-10
"13","ENSMUSG00000000562",16.8933812566342,2.98549878057838,0.2883984102287,7.21529755260018e-26,4.23516101799592e-25
"14","ENSMUSG00000000567",275.038284625435,3.91973700381018,0.221895835627534,1.30222450858168e-70,3.51838147538577e-69
"15","ENSMUSG00000000627",15.0985893756685,2.83960557960877,0.271203203798528,3.59956100167387e-26,2.1438161206989e-25
"16","ENSMUSG00000000682",775.914878901165,3.62380693706826,0.206815666597262,9.23760988324087e-70,2.45630680538425e-68
"17","ENSMUSG00000000706",0.620189776492786,2.52303891268498,1.55046556261381,0.0157498426822662,0.0240989723875643
"18","ENSMUSG00000000753",833.285952759401,2.77269361858138,0.208757168702121,3.31935482077354e-41,3.42841155627147e-40
"19","ENSMUSG00000000782",334.639045971165,2.99415349742834,0.110821984906273,2.3679658244372e-161,5.01073507774395e-159
"20","ENSMUSG00000000817",6.01098980401555,2.42987151301756,0.462225459195531,2.93963938970502e-08,7.51350583355278e-08
"21","ENSMUSG00000000957",4214.19518131818,3.43347063272908,0.128201888175028,6.23346230663309e-159,1.26584527696232e-156
"22","ENSMUSG00000000982",20.9421195123007,3.95433952499351,0.405226730773291,1.97333041204318e-23,1.04611438117177e-22
"23","ENSMUSG00000000983",19.9609105055513,7.74082621537438,0.99953928938285,1.61733955452798e-28,1.05617809446496e-27
"24","ENSMUSG00000001021",5.29530645848947,2.50412551415899,0.407536877262419,1.81221244408206e-10,5.27369947468281e-10
"25","ENSMUSG00000001025",10117.4573488486,3.66157282703599,0.154755266889161,8.29176064034967e-125,8.12431224453872e-123
"26","ENSMUSG00000001123",2472.67823475718,2.4105759357494,0.10303409316033,7.67569807881741e-122,7.1059468133346e-120
"27","ENSMUSG00000001128",518.170570390443,2.3076084952641,0.169985203704431,9.86134205926341e-43,1.0805850930997e-41
"28","ENSMUSG00000001131",1083.95460627093,7.47288463441272,0.211941067190573,1.18233320123356e-272,1.98482215601749e-269
"29","ENSMUSG00000001473",950.474947543829,2.68523127066121,0.147580191547793,8.15421727915312e-75,2.50404079641896e-73
"30","ENSMUSG00000001506",21042.7693381181,3.28679309522236,0.204834041653243,7.44025856981014e-59,1.43017672554495e-57
"31","ENSMUSG00000001525",9483.92466974871,2.01331421478805,0.0950158219071137,2.42779470176518e-100,1.37689861227813e-98
"32","ENSMUSG00000001555",1394.50364680258,2.22160743788479,0.10060373689601,8.4641467944302e-109,5.87150634794895e-107
"33","ENSMUSG00000001819",0.609911514042312,4.2464936807946,2.53505927830005,0.0123081096827563,0.0191291513344949
"34","ENSMUSG00000002020",1594.01406825252,6.03302294137801,0.284979539058979,2.56699376270562e-100,1.45257235817281e-98
"35","ENSMUSG00000002033",37.6700849116098,2.73229238674566,0.294807089364329,2.81796126794376e-21,1.37650984845959e-20
"36","ENSMUSG00000002057",27.5056308823181,5.19869518997787,0.403227293217948,1.72451064790954e-38,1.62518348147493e-37
"37","ENSMUSG00000002083",214.46218833707,2.13159548708523,0.119034798043856,1.84133181693815e-72,5.26892914571813e-71
"38","ENSMUSG00000002111",510.515897819495,3.81532705818492,0.152922560675312,3.92109171097668e-138,5.30844141796257e-136
"39","ENSMUSG00000002384",19.7442318172626,2.85768375753648,0.246063023052457,7.05293150010506e-32,5.20362930278774e-31
"40","ENSMUSG00000002458",486.927399059935,2.32658271565591,0.118196917616563,7.71956773837455e-87,3.2024124418453e-85
"41","ENSMUSG00000002459",0.577317406816402,2.30289839245402,1.63617327914582,0.029015661742484,0.0426354308418912
"42","ENSMUSG00000002603",1388.87853319409,2.19061999742258,0.105829301720297,6.78602324620524e-96,3.41075551622144e-94
"43","ENSMUSG00000002664",0.840965574980307,5.03173801288933,2.47612817800452,0.00108529579276384,0.00192429470198467
"44","ENSMUSG00000002699",243.333225768436,3.61314495497295,0.144747991211096,2.26906926784326e-138,3.10529528443267e-136
"45","ENSMUSG00000002980",23198.5468286184,2.37131148326137,0.1119916967064,1.37531441629856e-100,7.8887909605499e-99
"46","ENSMUSG00000002983",781.195463007772,2.67344265368219,0.121744241906208,1.1287627749675e-107,7.57956678305512e-106
"47","ENSMUSG00000002992",40.4575603267131,2.76065086148279,0.279855490219815,6.62723714523715e-24,3.58497225680379e-23
"48","ENSMUSG00000003051",4087.22578977644,2.96500315592318,0.153141042500432,1.15096438534204e-84,4.48644492063435e-83
"49","ENSMUSG00000003206",84.3232470769604,2.92539224209841,0.195565319550035,2.5907213739082e-51,3.80168734943953e-50
"50","ENSMUSG00000003283",359.087689989466,3.61018510930591,0.155645831601425,8.64339739335521e-120,7.63682069340623e-118
"51","ENSMUSG00000003348",963.131699901559,2.07855965661678,0.0853362254623759,1.13121825831775e-131,1.29478213466815e-129
"52","ENSMUSG00000003484",149.513907158009,4.125586545423,0.28107649697177,5.57083525583773e-50,7.81499735806406e-49
