"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSSSCG00000000252",3963.25299497452,0.240298514005394,0.277906740560572,0.263599668580992,0.543816017413306
"ENSSSCG00000000253",565.472703056262,-0.172801305442819,0.29343883901523,0.423504249726668,0.685661485651968
"ENSSSCG00000000257",40.3636987335211,-2.06777205767228,0.6391606213789,8.17786920619234e-05,0.00295729854175837
"ENSSSCG00000000258",223.170701012304,-0.648968077325759,0.300064050402081,0.00772780961102224,0.0684912368191115
"ENSSSCG00000000259",214.19806739393,0.0487254412458321,0.273313397554953,0.817856395020982,0.924308797899212
"ENSSSCG00000000260",6.15192680578077,-0.0219006319008976,0.400585252097831,0.853759889090238,0.940958305029426
"ENSSSCG00000000261",458.273137674489,1.0871856142183,0.531120348414973,0.00276907658004912,0.0351919732497323
"ENSSSCG00000000262",536.626738655588,0.0359990075201568,0.238655154691211,0.856895044201865,0.942276241445052
"ENSSSCG00000000263",3142.60838336907,-0.201307195316022,0.243878674138962,0.313522521574625,0.593322506872821
"ENSSSCG00000000264",400.220101578849,0.190546548382137,0.282486737307439,0.373613806950637,0.645478485403686
"ENSSSCG00000000265",121.710980703408,-1.07694837310804,0.487398575163512,0.00279495004170752,0.0354257580871677
"ENSSSCG00000000267",1429.07344451655,-0.0221243872741759,0.26741292533478,0.920509250613352,0.969094382458604
"ENSSSCG00000000268",381.389348545514,-0.65639896389812,0.2777789218857,0.00469454196448511,0.049724357565695
"ENSSSCG00000000271",48.8201135814955,0.00519682665924041,0.345098880184096,0.982475530096357,0.994458304524025
"ENSSSCG00000000272",109.616938444427,-0.0847620558299289,0.350360795660122,0.669961946573853,0.847866755201225
"ENSSSCG00000000273",731.85336766467,0.289060624957258,0.275865691140908,0.177757325806217,0.443119085756292
"ENSSSCG00000000274",8207.89306781056,0.552455953116891,0.287201951203202,0.0198216799814639,0.126270108920356
"ENSSSCG00000000275",230.704062234806,-0.602329441846869,0.331967016566314,0.0185189182976981,0.121130473877488
"ENSSSCG00000000276",662.142345405128,0.00410544938243798,0.279762777610401,0.987084459976303,0.99612241328761
"ENSSSCG00000000277",4.76273366082871,-0.0353568061880638,0.406386079173434,0.74354254422787,0.887255848301878
"ENSSSCG00000000278",649.719860421511,-0.176799619899583,0.241993206871433,0.374240042958713,0.645853786341042
"ENSSSCG00000000279",0.682228308964994,0.0317329024390259,0.420958684376832,0.472742459746832,NA
"ENSSSCG00000000281",0.397939820132381,-0.0488328401499523,0.422791505082351,0.474261945141843,NA
"ENSSSCG00000000288",16964.611598635,0.236580218837779,0.318709916936138,0.292870423436589,0.574790435390982
"ENSSSCG00000000289",13.8549984231568,-0.282044585352734,0.513248510489546,0.106089758211666,0.32977277367993
"ENSSSCG00000000290",1435.70761898624,0.154546088492956,0.251538790916912,0.447124813843979,0.704104258511048
"ENSSSCG00000000291",0.132646606710794,-0.0346815765442709,0.42036957237338,0.79224076596011,NA
"ENSSSCG00000000292",164.546561747821,0.203268404191462,0.334170397856991,0.356858067944768,0.632386002944487
"ENSSSCG00000000293",1488.15017619704,0.27871261430167,0.28626564319807,0.205805116590344,0.4777408867348
"ENSSSCG00000000295",47.4943099513964,-0.23503102154111,0.39638889600032,0.281949703337984,0.564228790851133
"ENSSSCG00000000296",0,NA,NA,NA,NA
"ENSSSCG00000000297",141.45278098225,-0.258764525519776,0.320471215338973,0.255100534763245,0.536025734944984
"ENSSSCG00000000298",1477.280566209,0.270585580923016,0.477752867156558,0.15259129917733,0.40816664710774
"ENSSSCG00000000299",8.50610799944279,0.0094299878916066,0.402593503774444,0.938919369822259,0.976339306933771
"ENSSSCG00000000318",0,NA,NA,NA,NA
"ENSSSCG00000000327",0,NA,NA,NA,NA
"ENSSSCG00000000333",0,NA,NA,NA,NA
"ENSSSCG00000000352",0,NA,NA,NA,NA
"ENSSSCG00000000353",0,NA,NA,NA,NA
"ENSSSCG00000000359",871.527701593595,-0.0184121451418342,0.277890998767316,0.933508175449132,0.974120073604582
"ENSSSCG00000000361",6407.77111132267,0.620214208114634,0.329410448802722,0.0134837000740003,0.0999619063780246
"ENSSSCG00000000362",25.2823555451172,0.0421213257259898,0.390289427443901,NA,NA
"ENSSSCG00000000363",126.851710082176,-0.397013927062134,0.436691171557238,0.12024997123997,0.354262547423225
"ENSSSCG00000000364",696.057213337809,-0.827113730417304,0.267306553388526,0.00037756095440245,0.00877075262509293
"ENSSSCG00000000365",729.534002803021,-0.285942902183808,0.248273792375235,0.161900596636396,0.421243348777274
"ENSSSCG00000000366",1105.84478427208,0.435514908462083,0.236647823459109,0.0288248455073716,0.15605771357691
"ENSSSCG00000000367",118.21968130983,0.0546912814376259,0.291399567573372,0.797640978843636,0.915530856387914
"ENSSSCG00000000368",6.75740130209699,0.0137983646988475,0.400514903849087,0.912869785873404,0.965557888502101
"ENSSSCG00000000370",321.029887226952,-0.372680472715933,0.274342704704676,0.0887379630837081,0.298720139007494
"ENSSSCG00000000371",8.85162411030823,0.050568449299328,0.400965880747338,0.700674821479803,0.865912651560084
"ENSSSCG00000000376",295.383807546688,-0.0126268064901766,0.30547361340536,0.948408838122706,0.980864483876605
"ENSSSCG00000000377",2322.34235845687,0.123379999143205,0.212099222707627,0.49940776984577,0.741636193636951
"ENSSSCG00000000379",744.524341769882,0.028122627000498,0.241081158222398,0.889860993563356,0.956835871872912
"ENSSSCG00000000382",2620.82646476267,0.0602260989091436,0.215365406128023,0.74613366096227,0.888309346090361
"ENSSSCG00000000383",261.523139088937,-0.0531831395064483,0.276790438525872,0.796064035351287,0.914854023079492
"ENSSSCG00000000384",612.25376647688,-0.0898466331492923,0.234738978410534,0.642376710096778,0.831580260438216
"ENSSSCG00000000385",142.440632520098,0.192368681894586,0.304864601929831,0.378510801737127,0.650086212464137
"ENSSSCG00000000386",329.058579876544,0.0148495361865438,0.239859396781798,0.941960367703581,0.977663745829827
"ENSSSCG00000000393",790.914086527387,-0.625857009597845,0.325309948715954,0.0139804746966847,0.101943052956113
"ENSSSCG00000000394",1062.56666596032,-0.116135987220821,0.257382711732522,0.568247164693236,0.789827295809589
"ENSSSCG00000000396",968.271644460821,-0.0207196493556949,0.236802968626845,0.885902806926634,0.955343664776215
"ENSSSCG00000000398",97.8188250191867,-0.2990921064881,0.380393937557747,0.206514470701435,0.478538794007207
"ENSSSCG00000000399",87.7298108267396,-0.301327640718364,0.409024962357955,0.199246838013002,0.470329385633855
"ENSSSCG00000000400",2.41149514634254,-0.0614119915944772,0.420942938672348,0.387681078980534,0.657964063197683
"ENSSSCG00000000401",49.2074849837951,-0.222441121510224,0.374845772476919,0.313798672534476,0.593694301369371
"ENSSSCG00000000402",928.34339914486,-0.102792429010971,0.262240668088317,0.615582779048529,0.816739817966012
"ENSSSCG00000000403",162.983922918485,0.15424380172612,0.364385282944447,0.45626724585922,0.709778182561889
"ENSSSCG00000000405",10230.7153421848,0.465532472625459,0.271948752439012,0.0330526490537917,0.170518553476803
"ENSSSCG00000000406",1725.41739586792,0.0403801945879367,0.239169614448433,0.841621778878699,0.935678828100713
"ENSSSCG00000000411",258.808763983133,-0.45530497040006,0.386749146576708,0.0797157787435235,0.28271276275707
"ENSSSCG00000000413",2.54899662897184,-0.13286243614262,0.448373797569571,0.047860785259929,0.211303359713512
"ENSSSCG00000000415",18.0857956687589,-0.0362928064123955,0.385719847099866,0.812088796217291,0.922337005485582
"ENSSSCG00000000419",42.0760803529612,0.102744645347046,0.42955500053689,0.244594967690964,0.525193205980292
"ENSSSCG00000000431",261.271382277621,-0.5346909483389,0.36854032553458,0.0425320669680576,0.197340875851548
"ENSSSCG00000000433",41.2340563954062,0.0390220212501462,0.341237856821182,0.848642305607502,0.938843413767808
"ENSSSCG00000000435",595.211791256408,-0.092674630699206,0.245563230646295,0.640641015447214,0.830360473135773
"ENSSSCG00000000436",477.406937825109,0.337411175555515,0.305925985057748,0.13620110287636,0.382648145164521
"ENSSSCG00000000437",83.4747596482395,-0.882988483362883,0.550634035307614,0.0123379808724831,0.0948832790392377
"ENSSSCG00000000439",15.5423902020884,-0.722894140623108,0.882289578820329,0.0300423237344601,0.160675131934599
"ENSSSCG00000000442",0,NA,NA,NA,NA
"ENSSSCG00000000443",147.112344843207,-0.150397535112577,0.312142328237142,0.486990417915493,0.732612053753626
"ENSSSCG00000000444",2639.66481535123,0.199613365464867,0.22256377717985,0.29149074925481,0.573546953694202
"ENSSSCG00000000449",864.164020546986,-0.17649994764611,0.237578601796522,0.368501794327921,0.641501194370214
"ENSSSCG00000000453",244.308811142829,-0.63546968912878,0.305096028779127,0.00975349472934979,0.0812391084072304
"ENSSSCG00000000455",854.363905469104,0.129789919866083,0.289553379699924,0.544743469344156,0.773778031852831
"ENSSSCG00000000456",93.6790293349497,0.335271291603466,0.541441840409223,0.0872735816807196,0.296359682036151
"ENSSSCG00000000457",318.196019984023,0.159007325397245,0.268142396244932,0.447000181610688,0.704090311000909
"ENSSSCG00000000458",512.879253145347,-0.0617014722858397,0.255146664563688,0.759198061973623,0.895044115991923
"ENSSSCG00000000462",246.190385951724,0.564764108992338,0.356971727973404,0.0278825825673238,0.153303618398768
"ENSSSCG00000000464",5.85433473418922,-0.0388532854266826,0.399099897309805,0.762866249059345,0.897191692739916
"ENSSSCG00000000466",2171.95641925835,-0.000489568225836861,0.267623490134439,0.983972922134324,0.994734469778239
"ENSSSCG00000000469",463.039851324032,0.169548913739983,0.253028703931048,0.404857820529708,0.672126409778995
"ENSSSCG00000000473",1401.14702451146,0.898740885933958,0.368534152537111,0.00172912291633696,0.025577790899039
"ENSSSCG00000000475",342.247053761642,0.438637053820905,0.334269683730446,0.068233089460555,0.257545497002699
"ENSSSCG00000000477",129.21354933578,-0.179810120937668,0.332886440606851,0.413575749806649,0.678598394686104
"ENSSSCG00000000478",570.072648144813,0.108804589272676,0.319687295420654,0.609188454225102,0.812923381627568
"ENSSSCG00000000482",0,NA,NA,NA,NA
"ENSSSCG00000000483",163.157632388447,-0.138169551013258,0.269406246624287,0.507669934493328,0.747985194674914
"ENSSSCG00000000486",299.945335146219,0.18786909439279,0.321440419491548,0.392581168817956,0.661775693259625
"ENSSSCG00000000487",65.273139945272,-0.0486842372810511,0.30690990600382,0.816865797042467,0.923760903733534
"ENSSSCG00000000488",319.843953557713,0.029897348685294,0.255335508164409,0.885099671929099,0.955027383876349
"ENSSSCG00000000492",34.2272235910345,-0.0944823710233498,0.382320810093796,0.591507453380772,0.803417298696311
"ENSSSCG00000000493",51.9270919363808,0.554720504747798,0.527847779461873,0.0490233845786062,0.213993115498735
"ENSSSCG00000000496",2035.19479275825,0.104234349799334,0.234217151438398,0.590977292949353,0.802948075245866
"ENSSSCG00000000499",2.91108757896462,-0.0906693945187673,0.423589986404031,0.337072163489199,0.615183164619541
"ENSSSCG00000000500",867.470111404751,-0.206598433928513,0.249790307234516,0.308369925280149,0.588833969472622
"ENSSSCG00000000502",1114.28019915705,-0.0523087460387525,0.263299803573288,0.81015278238283,0.921554502128723
"ENSSSCG00000000504",758.046006866701,0.482116419947322,0.496007017091353,0.0690881416545712,0.259476889645689
"ENSSSCG00000000509",595.381521552236,0.0478697943125453,0.241761988467365,0.811322396072173,0.921875834724856
"ENSSSCG00000000510",393.501673360488,0.013558248280134,0.247042903207563,0.949932911397615,0.981569733783091
"ENSSSCG00000000512",547.843199745297,0.44060994157728,0.289449200836432,0.0503662116010995,0.217202854717623
"ENSSSCG00000000515",53.9927921516661,-0.0647054517795597,0.407864080883799,0.584144200470836,0.798667387724276
"ENSSSCG00000000516",45.9825889631637,0.266200853952267,0.440343588393839,0.202213455214153,0.473184865008225
"ENSSSCG00000000517",119.512781242487,-0.122132569782919,0.312967464690982,0.567917783325177,0.78963945043224
"ENSSSCG00000000519",285.258652829529,-0.615479733737341,0.386346245818358,0.0260349959196556,0.146782843701741
"ENSSSCG00000000522",10031.2426595045,0.235973592290094,0.278460064011065,0.276187194151126,0.557820415899562
"ENSSSCG00000000523",49.7533603963065,-0.293016127363335,0.424953340624263,0.20083098513349,0.471567080209974
"ENSSSCG00000000527",0,NA,NA,NA,NA
"ENSSSCG00000000528",164.381913260304,-0.11371040916805,0.331784114695418,0.588912749936159,0.801795196423616
"ENSSSCG00000000530",47.9876020349883,2.24394606755184,0.770474212166743,0.000116925408639187,0.00388452629149036
"ENSSSCG00000000531",132.163838008479,0.000290571894635949,0.297557547213487,0.997891457904014,0.999554958376606
"ENSSSCG00000000534",637.719384861661,-0.26664671591641,0.277525263132397,0.217472938764058,0.490641114018352
"ENSSSCG00000000536",866.433312783806,-0.16111834507429,0.25151110729151,0.42678706470696,0.688564332833732
"ENSSSCG00000000540",1.22773623320765,0.0246775450890279,0.417463535632018,0.648041207683342,NA
