"","Mouse.gene.stable.ID","DownLFC"
"554","ENSMUSG00000054474","-2.24355503151865"
"555","ENSMUSG00000054488","-2.67272676315778"
"556","ENSMUSG00000054598","-2.19397238966448"
"557","ENSMUSG00000054708","-2.04522216139691"
"558","ENSMUSG00000054999","-4.90913227240856"
"559","ENSMUSG00000055045","-2.82221366304199"
"560","ENSMUSG00000055137","-2.43395723427326"
"561","ENSMUSG00000055138","-2.74472140719939"
"562","ENSMUSG00000055216","-3.12876792128176"
"563","ENSMUSG00000055341","-2.45113897630358"
"564","ENSMUSG00000055370","-2.13489845827845"
"565","ENSMUSG00000055373","-2.9861737940025"
"566","ENSMUSG00000055430","-3.4783331609391"
"567","ENSMUSG00000055523","-2.09658342635218"
"568","ENSMUSG00000056035","-2.34597054012813"
"569","ENSMUSG00000056162","-3.11071580472599"
"570","ENSMUSG00000056203","-2.05961720652536"
"571","ENSMUSG00000056300","-2.13790315245577"
"572","ENSMUSG00000056487","-2.26323301287207"
"573","ENSMUSG00000056718","-2.61513511254527"
"574","ENSMUSG00000056824","-2.39490420893913"
"575","ENSMUSG00000056973","-3.51586397135508"
"576","ENSMUSG00000057074","-3.52826715034107"
"577","ENSMUSG00000057103","-2.90917854383193"
"578","ENSMUSG00000057228","-3.31274631523667"
"579","ENSMUSG00000057880","-2.35322915900467"
"580","ENSMUSG00000057933","-2.04269662632392"
"581","ENSMUSG00000058022","-2.18823481028855"
"582","ENSMUSG00000058488","-2.32987224979894"
"583","ENSMUSG00000058740","-5.10399231458133"
"584","ENSMUSG00000058921","-2.29956479706208"
"585","ENSMUSG00000058975","-2.86871874861415"
"586","ENSMUSG00000059027","-2.90466913909608"
"587","ENSMUSG00000059146","-2.23056965579758"
"588","ENSMUSG00000059406","-2.18210632454171"
"589","ENSMUSG00000059625","-2.01818602009475"
"590","ENSMUSG00000059864","-4.3958174563377"
"591","ENSMUSG00000059873","-3.10402729661497"
"592","ENSMUSG00000060002","-2.42803431909306"
"593","ENSMUSG00000060161","-2.3312618859523"
"594","ENSMUSG00000060445","-2.27253860440225"
"595","ENSMUSG00000060530","-2.66077560588045"
"596","ENSMUSG00000060534","-2.41025293199722"
"597","ENSMUSG00000060678","-2.18764152037972"
"598","ENSMUSG00000060807","-2.1135236128917"
"599","ENSMUSG00000061080","-2.24253138912454"
"600","ENSMUSG00000061718","-3.08991764589555"
"601","ENSMUSG00000061742","-2.58307571764231"
"602","ENSMUSG00000061815","-2.60230246405642"
"603","ENSMUSG00000061906","-3.12545221630657"
"604","ENSMUSG00000061959","-3.60356074331999"
"605","ENSMUSG00000062132","-2.97668249385391"
"606","ENSMUSG00000062210","-2.00093233484116"
"607","ENSMUSG00000062284","-2.31899911674445"
"608","ENSMUSG00000062391","-3.81722018290309"
"609","ENSMUSG00000062432","-2.74192484235102"
"610","ENSMUSG00000062608","-3.46252526140204"
"611","ENSMUSG00000062727","-3.38496783354528"
"612","ENSMUSG00000062785","-2.49214385678492"
"613","ENSMUSG00000062908","-2.01379045999571"
"614","ENSMUSG00000063063","-4.324602091809"
"615","ENSMUSG00000063415","-2.53037127005284"
"616","ENSMUSG00000063590","-4.07300443810384"
"617","ENSMUSG00000063730","-3.0918236802907"
"618","ENSMUSG00000063796","-3.07404128198571"
"619","ENSMUSG00000063820","-2.22657493622391"
"620","ENSMUSG00000063903","-2.36409443856436"
"621","ENSMUSG00000063929","-2.00035499488962"
"622","ENSMUSG00000064036","-3.3371124101601"
"623","ENSMUSG00000064177","-3.40054856249849"
"624","ENSMUSG00000064225","-2.62498390803258"
"625","ENSMUSG00000064337","-2.39908946048248"
"626","ENSMUSG00000064339","-2.6596905843923"
"627","ENSMUSG00000064341","-3.0023710412686"
"628","ENSMUSG00000064345","-3.27501173862929"
"629","ENSMUSG00000064351","-2.61390246585652"
"630","ENSMUSG00000064354","-2.79410672774325"
"631","ENSMUSG00000064356","-3.4903019902515"
"632","ENSMUSG00000064357","-3.23836839173333"
"633","ENSMUSG00000064358","-2.83175316358222"
"634","ENSMUSG00000064360","-3.29037767782142"
"635","ENSMUSG00000064363","-3.09877128329113"
"636","ENSMUSG00000064367","-2.45203347727827"
"637","ENSMUSG00000064368","-2.81117466607674"
"638","ENSMUSG00000064370","-2.88604875069001"
"639","ENSMUSG00000064582","-2.32905723395083"
"640","ENSMUSG00000064798","-2.42826813113847"
"641","ENSMUSG00000065087","-2.61898450083002"
"642","ENSMUSG00000065191","-2.31438434273346"
"643","ENSMUSG00000065336","-2.92169551649249"
"644","ENSMUSG00000065944","-2.49776610780504"
"645","ENSMUSG00000065947","-2.64054660670434"
"646","ENSMUSG00000065968","-4.65431322390575"
"647","ENSMUSG00000066000","-2.01695580090862"
"648","ENSMUSG00000066072","-2.26258661892422"
"649","ENSMUSG00000066090","-2.18102341648859"
"650","ENSMUSG00000066097","-2.38408889650308"
"651","ENSMUSG00000066196","-2.08509160857229"
"652","ENSMUSG00000066516","-2.65680354304451"
"653","ENSMUSG00000066537","-2.29717644995142"
"654","ENSMUSG00000067144","-3.33726162776778"
"655","ENSMUSG00000067206","-3.10859733969926"
"656","ENSMUSG00000067285","-2.07130368355501"
"657","ENSMUSG00000067545","-2.50454699214072"
"658","ENSMUSG00000067575","-2.41135913099713"
"659","ENSMUSG00000067578","-2.31566552869064"
"660","ENSMUSG00000067656","-4.87717665893048"
"661","ENSMUSG00000067736","-2.99778063737419"
"662","ENSMUSG00000067919","-2.19776777111824"
"663","ENSMUSG00000068062","-3.19662552735201"
"664","ENSMUSG00000068205","-2.82365668026239"
"665","ENSMUSG00000068303","-3.51177476557464"
"666","ENSMUSG00000068587","-2.03000113031177"
"667","ENSMUSG00000068877","-2.04912565161043"
"668","ENSMUSG00000069324","-5.08421080508592"
"669","ENSMUSG00000069554","-2.38307909273337"
"670","ENSMUSG00000069733","-2.29696942807843"
"671","ENSMUSG00000069805","-2.35773199708955"
"672","ENSMUSG00000069825","-2.84174028015527"
"673","ENSMUSG00000069890","-2.6565325354822"
"674","ENSMUSG00000069922","-2.67846544102478"
"675","ENSMUSG00000070023","-4.36646980675257"
"676","ENSMUSG00000070280","-2.14882295676685"
"677","ENSMUSG00000070315","-2.04217275940468"
"678","ENSMUSG00000070330","-3.46975129310884"
"679","ENSMUSG00000070366","-2.83017809284455"
"680","ENSMUSG00000070368","-2.44641672728878"
"681","ENSMUSG00000070495","-3.34116448604602"
"682","ENSMUSG00000070690","-4.57650494723721"
"683","ENSMUSG00000070717","-2.21984545733321"
"684","ENSMUSG00000070933","-2.94939611873174"
"685","ENSMUSG00000071229","-2.89123635910688"
"686","ENSMUSG00000071342","-3.1052441347553"
"687","ENSMUSG00000071428","-2.7314830969565"
"688","ENSMUSG00000071679","-3.13963890592942"
"689","ENSMUSG00000071858","-2.44370096659546"
"690","ENSMUSG00000072188","-3.00136044285047"
"691","ENSMUSG00000072511","-3.12864192480606"
"692","ENSMUSG00000072572","-2.11308544646805"
"693","ENSMUSG00000072589","-2.58050727889908"
"694","ENSMUSG00000072647","-2.24308639211676"
"695","ENSMUSG00000072664","-2.7863573076837"
"696","ENSMUSG00000072679","-2.69558198384077"
"697","ENSMUSG00000072893","-2.02228937656138"
"698","ENSMUSG00000072905","-3.61407490811158"
"699","ENSMUSG00000072999","-2.47897745382007"
"700","ENSMUSG00000073051","-2.7140684148263"
"701","ENSMUSG00000073063","-2.22576399751516"
"702","ENSMUSG00000073177","-3.22571348265201"
"703","ENSMUSG00000073208","-3.75231049268497"
"704","ENSMUSG00000073406","-2.5087613938099"
"705","ENSMUSG00000073573","-3.06711211919901"
"706","ENSMUSG00000073680","-3.21875194068677"
"707","ENSMUSG00000073752","-2.15500971489075"
"708","ENSMUSG00000073830","-2.23809118785075"
"709","ENSMUSG00000073846","-2.39324755437955"
"710","ENSMUSG00000073867","-2.41033298733557"
"711","ENSMUSG00000073877","-2.54484182985699"
"712","ENSMUSG00000073940","-2.24966102644264"
"713","ENSMUSG00000073988","-2.07916932508012"
"714","ENSMUSG00000074024","-2.35691438971341"
"715","ENSMUSG00000074028","-2.2815821647783"
"716","ENSMUSG00000074060","-2.3380543589427"
"717","ENSMUSG00000074067","-2.11622781260929"
"718","ENSMUSG00000074139","-2.75923576607663"
"719","ENSMUSG00000074156","-2.71073484672704"
"720","ENSMUSG00000074219","-2.11837602392411"
"721","ENSMUSG00000074232","-2.00669722214445"
"722","ENSMUSG00000074264","-2.03654681376143"
"723","ENSMUSG00000074284","-2.00831218789841"
"724","ENSMUSG00000074340","-2.20925651355543"
"725","ENSMUSG00000074354","-3.24150365552934"
"726","ENSMUSG00000074435","-4.89117726133941"
"727","ENSMUSG00000074469","-3.54120154175979"
"728","ENSMUSG00000074483","-2.21456228388455"
"729","ENSMUSG00000074595","-3.78396927165909"
"730","ENSMUSG00000074619","-3.15581804108158"
"731","ENSMUSG00000074639","-3.17760663594625"
"732","ENSMUSG00000074768","-5.73941726100601"
"733","ENSMUSG00000074805","-2.05499408984564"
"734","ENSMUSG00000074919","-4.43415024630326"
"735","ENSMUSG00000074987","-2.04853828411865"
"736","ENSMUSG00000074991","-3.57800192801183"
"737","ENSMUSG00000075020","-2.95841883079915"
"738","ENSMUSG00000075025","-2.77772967982068"
"739","ENSMUSG00000075027","-3.34380612184359"
"740","ENSMUSG00000075044","-3.53656541477242"
"741","ENSMUSG00000075045","-2.34325668073652"
"742","ENSMUSG00000075070","-3.27648057649736"
"743","ENSMUSG00000075267","-2.3442838085909"
"744","ENSMUSG00000075359","-4.70986673401645"
"745","ENSMUSG00000075370","-2.70716568601201"
"746","ENSMUSG00000075517","-4.14439602045611"
"747","ENSMUSG00000075534","-2.04086902038989"
"748","ENSMUSG00000075549","-4.48727916616717"
"749","ENSMUSG00000076430","-2.18727192614367"
"750","ENSMUSG00000076441","-2.3691236258605"
"751","ENSMUSG00000077222","-2.45097926238563"
"752","ENSMUSG00000078161","-2.4398779193229"
"753","ENSMUSG00000078173","-4.54404049448952"
"754","ENSMUSG00000078251","-2.81033197203822"
"755","ENSMUSG00000078314","-2.43922810672506"
"756","ENSMUSG00000078486","-4.32029470617894"
"757","ENSMUSG00000078487","-3.13491343973573"
"758","ENSMUSG00000078531","-3.86776867185414"
"759","ENSMUSG00000078627","-2.22899797325759"
"760","ENSMUSG00000078639","-2.38978887996317"
"761","ENSMUSG00000078650","-3.23060737112266"
"762","ENSMUSG00000078653","-3.35224238557894"
"763","ENSMUSG00000078719","-2.02148094537468"
"764","ENSMUSG00000078772","-3.09693046857735"
"765","ENSMUSG00000078906","-2.28671020945577"
"766","ENSMUSG00000078919","-2.25467691833593"
"767","ENSMUSG00000078937","-2.10214964341783"
"768","ENSMUSG00000078964","-3.0455504426303"
"769","ENSMUSG00000079029","-3.67152327475018"
"770","ENSMUSG00000079034","-5.51676472342287"
"771","ENSMUSG00000079076","-2.2782436453192"
"772","ENSMUSG00000079177","-3.68674751174212"
"773","ENSMUSG00000079262","-3.02357168034799"
"774","ENSMUSG00000079323","-3.18904632653441"
"775","ENSMUSG00000079357","-2.29871141515498"
"776","ENSMUSG00000079396","-2.60718495019482"
"777","ENSMUSG00000079436","-2.14186938604359"
"778","ENSMUSG00000079494","-2.73743188685373"
"779","ENSMUSG00000079495","-4.09521801714893"
"780","ENSMUSG00000079550","-3.39374138136359"
"781","ENSMUSG00000079588","-2.25185354291909"
"782","ENSMUSG00000079645","-2.83700290316314"
"783","ENSMUSG00000079710","-2.48481120780657"
"784","ENSMUSG00000080773","-2.98697884532155"
"785","ENSMUSG00000080797","-2.42888309945565"
"786","ENSMUSG00000080951","-2.40134278229776"
"787","ENSMUSG00000080971","-2.28552013702724"
"788","ENSMUSG00000081026","-3.49592792397973"
"789","ENSMUSG00000081043","-3.28793052376175"
"790","ENSMUSG00000081059","-2.39014253964809"
"791","ENSMUSG00000081143","-2.89676321934492"
"792","ENSMUSG00000081156","-2.15099251177169"
"793","ENSMUSG00000081165","-2.71611196491326"
"794","ENSMUSG00000081187","-2.03948380922955"
"795","ENSMUSG00000081339","-2.42909551525643"
"796","ENSMUSG00000081342","-2.21032130036437"
"797","ENSMUSG00000081362","-3.20372406391846"
"798","ENSMUSG00000081441","-3.20563087247792"
"799","ENSMUSG00000081471","-2.64519096352269"
"800","ENSMUSG00000081488","-2.96164153816979"
"801","ENSMUSG00000081550","-2.03757319561012"
"802","ENSMUSG00000081574","-3.09715911534985"
"803","ENSMUSG00000081593","-2.36450834665922"
"804","ENSMUSG00000081596","-5.69441663890042"
"805","ENSMUSG00000081670","-3.37803517826355"
"806","ENSMUSG00000081732","-2.52544426349927"
"807","ENSMUSG00000081772","-2.28903716849017"
"808","ENSMUSG00000081828","-2.28153360144741"
"809","ENSMUSG00000081833","-2.78129714178261"
"810","ENSMUSG00000081860","-2.18250229748728"
"811","ENSMUSG00000081944","-2.38799656062333"
"812","ENSMUSG00000081957","-2.48067190977611"
"813","ENSMUSG00000081965","-2.05550040475643"
"814","ENSMUSG00000081979","-2.35092626061938"
"815","ENSMUSG00000081991","-2.17736467773262"
"816","ENSMUSG00000082179","-2.37224058296384"
"817","ENSMUSG00000082258","-2.17924145172672"
"818","ENSMUSG00000082265","-2.37674547742259"
"819","ENSMUSG00000082357","-2.02294442020123"
"820","ENSMUSG00000082383","-3.51362243970896"
"821","ENSMUSG00000082478","-2.23790295376419"
"822","ENSMUSG00000082532","-2.11408300342647"
"823","ENSMUSG00000082651","-2.56240158653448"
"824","ENSMUSG00000082814","-2.55164678188973"
"825","ENSMUSG00000082884","-3.9364724221567"
"826","ENSMUSG00000082932","-2.99376045416461"
"827","ENSMUSG00000082941","-2.54305614120948"
"828","ENSMUSG00000083065","-4.17997639162521"
"829","ENSMUSG00000083075","-2.55194685802853"
"830","ENSMUSG00000083083","-2.67135585889089"
"831","ENSMUSG00000083170","-2.72906293968667"
"832","ENSMUSG00000083219","-2.65499680997804"
"833","ENSMUSG00000083241","-4.67269803702811"
"834","ENSMUSG00000083268","-2.22573619597054"
"835","ENSMUSG00000083277","-2.01683481858752"
"836","ENSMUSG00000083353","-2.21319276288524"
"837","ENSMUSG00000083518","-2.57127183114379"
"838","ENSMUSG00000083563","-2.51908941380127"
"839","ENSMUSG00000083579","-2.01590676727354"
"840","ENSMUSG00000083700","-4.02539741476552"
"841","ENSMUSG00000083718","-2.0579723972956"
"842","ENSMUSG00000083863","-3.15074316108931"
"843","ENSMUSG00000083885","-2.45112516157734"
"844","ENSMUSG00000083906","-2.38139666602297"
"845","ENSMUSG00000083909","-2.34421413715513"
"846","ENSMUSG00000083988","-4.18954395062088"
"847","ENSMUSG00000084024","-2.70234979148804"
"848","ENSMUSG00000084052","-2.16120832970628"
"849","ENSMUSG00000084088","-3.15868949942911"
"850","ENSMUSG00000084154","-3.35665140891537"
"851","ENSMUSG00000084174","-4.850841962386"
"852","ENSMUSG00000084240","-2.88525427954923"
"853","ENSMUSG00000084340","-2.36257449232476"
"854","ENSMUSG00000084381","-2.08047340035941"
"855","ENSMUSG00000084411","-2.86829468446227"
"856","ENSMUSG00000084433","-2.24642703249741"
"857","ENSMUSG00000084544","-2.00746926542439"
"858","ENSMUSG00000084622","-3.65143991585829"
"859","ENSMUSG00000084628","-2.04696142956221"
"860","ENSMUSG00000084758","-3.05374526323997"
"861","ENSMUSG00000084790","-2.46376025595537"
"862","ENSMUSG00000084792","-2.20740486637065"
"863","ENSMUSG00000084823","-2.06098577576921"
"864","ENSMUSG00000084844","-2.79719208041991"
"865","ENSMUSG00000084858","-4.0364755797069"
"866","ENSMUSG00000084897","-3.20716102936077"
"867","ENSMUSG00000084899","-3.10466372878001"
"868","ENSMUSG00000084904","-4.36107100945735"
"869","ENSMUSG00000084983","-2.53800194680982"
"870","ENSMUSG00000085010","-2.92389982778661"
"871","ENSMUSG00000085017","-4.16484644553031"
"872","ENSMUSG00000085028","-2.04919257500845"
"873","ENSMUSG00000085053","-2.12815153295397"
"874","ENSMUSG00000085072","-2.11255284208133"
"875","ENSMUSG00000085081","-2.21485460535041"
"876","ENSMUSG00000085083","-3.23365644700177"
"877","ENSMUSG00000085087","-2.00894795007816"
"878","ENSMUSG00000085125","-2.62732184659598"
"879","ENSMUSG00000085168","-3.14991652080961"
"880","ENSMUSG00000085171","-2.20565707968137"
"881","ENSMUSG00000085180","-2.59595025776753"
"882","ENSMUSG00000085192","-3.37395284015328"
"883","ENSMUSG00000085196","-2.20388270691064"
"884","ENSMUSG00000085204","-2.13043948826213"
"885","ENSMUSG00000085251","-3.49065488316997"
"886","ENSMUSG00000085253","-3.68512922801988"
"887","ENSMUSG00000085261","-2.38788469669497"
"888","ENSMUSG00000085317","-2.10426474957499"
"889","ENSMUSG00000085334","-2.69479496608098"
"890","ENSMUSG00000085411","-2.10811443773709"
"891","ENSMUSG00000085412","-2.11526716036673"
"892","ENSMUSG00000085413","-2.24913893934335"
"893","ENSMUSG00000085440","-4.50087075766343"
"894","ENSMUSG00000085444","-2.43189424814695"
"895","ENSMUSG00000085451","-2.0202203144134"
"896","ENSMUSG00000085527","-2.10414218623628"
"897","ENSMUSG00000085541","-2.10344822472243"
"898","ENSMUSG00000085543","-2.20373254067694"
"899","ENSMUSG00000085582","-2.2549782563906"
"900","ENSMUSG00000085591","-3.22100340987533"
"901","ENSMUSG00000085620","-3.41672679355991"
"902","ENSMUSG00000085637","-2.70746356144378"
"903","ENSMUSG00000085684","-2.5674182810469"
"904","ENSMUSG00000085689","-3.49262402579307"
"905","ENSMUSG00000085693","-2.73671700526674"
"906","ENSMUSG00000085702","-2.32408537968589"
"907","ENSMUSG00000085715","-3.01200222853212"
"908","ENSMUSG00000085737","-2.06126903030496"
"909","ENSMUSG00000085744","-3.12580022489396"
"910","ENSMUSG00000085771","-2.10959045239133"
"911","ENSMUSG00000085772","-3.01115082530763"
"912","ENSMUSG00000085781","-4.23108986849234"
"913","ENSMUSG00000085800","-3.31668853815644"
"914","ENSMUSG00000085826","-3.01031857706434"
"915","ENSMUSG00000085828","-2.26060723874705"
"916","ENSMUSG00000085834","-2.88588798692693"
"917","ENSMUSG00000085860","-3.28401730666277"
"918","ENSMUSG00000085862","-2.1576252034316"
"919","ENSMUSG00000085870","-2.86020718951903"
"920","ENSMUSG00000085914","-3.52657214164368"
"921","ENSMUSG00000085933","-2.0135728373054"
"922","ENSMUSG00000085946","-3.1412555836297"
"923","ENSMUSG00000085952","-2.53713905005871"
"924","ENSMUSG00000085955","-2.87537293079682"
"925","ENSMUSG00000085962","-2.0778392901172"
"926","ENSMUSG00000086010","-3.0778204097332"
"927","ENSMUSG00000086022","-4.05442114100356"
"928","ENSMUSG00000086049","-2.18532766727419"
"929","ENSMUSG00000086054","-2.20129568741155"
"930","ENSMUSG00000086061","-4.04528574776588"
"931","ENSMUSG00000086071","-2.95183950478535"
"932","ENSMUSG00000086095","-2.62532667017014"
"933","ENSMUSG00000086140","-2.53677372462995"
"934","ENSMUSG00000086156","-4.54634662109567"
"935","ENSMUSG00000086172","-2.04637820209232"
"936","ENSMUSG00000086196","-2.39166629453184"
"937","ENSMUSG00000086206","-2.66955018276689"
"938","ENSMUSG00000086243","-2.34282282926351"
"939","ENSMUSG00000086279","-2.06708386422437"
"940","ENSMUSG00000086306","-3.74930763945291"
"941","ENSMUSG00000086308","-2.52758130042452"
"942","ENSMUSG00000086331","-3.74742177773363"
"943","ENSMUSG00000086350","-2.30217889226904"
"944","ENSMUSG00000086360","-2.75690739468449"
"945","ENSMUSG00000086368","-2.0235683112517"
"946","ENSMUSG00000086387","-3.95474026135333"
"947","ENSMUSG00000086421","-2.8545474903564"
"948","ENSMUSG00000086443","-3.17721082347877"
"949","ENSMUSG00000086455","-2.48034140964584"
"950","ENSMUSG00000086474","-2.83400091594968"
"951","ENSMUSG00000086478","-2.04828384131663"
"952","ENSMUSG00000086487","-2.01347695362282"
"953","ENSMUSG00000086526","-2.2396892078291"
"954","ENSMUSG00000086528","-3.31961123108454"
"955","ENSMUSG00000086576","-3.19429416992603"
"956","ENSMUSG00000086584","-3.90453732677036"
"957","ENSMUSG00000086587","-2.65440931242366"
"958","ENSMUSG00000086589","-2.27826746513476"
"959","ENSMUSG00000086593","-2.22520814007152"
"960","ENSMUSG00000086600","-2.16007022576802"
"961","ENSMUSG00000086628","-2.93297236368939"
"962","ENSMUSG00000086643","-2.14284411360177"
"963","ENSMUSG00000086670","-2.23198898903078"
"964","ENSMUSG00000086679","-2.23240001352038"
"965","ENSMUSG00000086706","-3.10869022609662"
"966","ENSMUSG00000086713","-2.98247843167051"
"967","ENSMUSG00000086762","-2.12800205576614"
"968","ENSMUSG00000086765","-2.52342426603447"
"969","ENSMUSG00000086782","-2.61460003805568"
"970","ENSMUSG00000086810","-4.55340567928272"
"971","ENSMUSG00000086837","-2.54840643798185"
"972","ENSMUSG00000086855","-4.43429324293933"
"973","ENSMUSG00000086866","-3.20550430996507"
"974","ENSMUSG00000086868","-2.72643137329502"
"975","ENSMUSG00000086893","-3.31749389881725"
"976","ENSMUSG00000086902","-2.59458894982433"
"977","ENSMUSG00000086907","-2.46811416344555"
"978","ENSMUSG00000086917","-2.03144205496412"
"979","ENSMUSG00000086918","-2.79301614338809"
"980","ENSMUSG00000086920","-2.54189690386322"
"981","ENSMUSG00000086924","-3.63220145140603"
"982","ENSMUSG00000086929","-3.58970946679892"
"983","ENSMUSG00000086961","-3.56934921906468"
"984","ENSMUSG00000086992","-2.46869242630617"
"985","ENSMUSG00000086997","-2.58581450417594"
"986","ENSMUSG00000087018","-2.42376737784105"
"987","ENSMUSG00000087035","-2.57469993518418"
"988","ENSMUSG00000087041","-2.22771106741198"
"989","ENSMUSG00000087063","-2.09662530197148"
"990","ENSMUSG00000087094","-2.49273907317638"
"991","ENSMUSG00000087115","-2.08618453945728"
"992","ENSMUSG00000087171","-2.98498869709072"
"993","ENSMUSG00000087176","-2.5222935722975"
"994","ENSMUSG00000087190","-2.05932161804188"
"995","ENSMUSG00000087202","-2.63272388551905"
"996","ENSMUSG00000087220","-2.05067382189689"
"997","ENSMUSG00000087231","-2.21092501449475"
"998","ENSMUSG00000087241","-3.78859884208856"
"999","ENSMUSG00000087253","-2.68982973113238"
"1000","ENSMUSG00000087254","-3.82723097589863"
"1001","ENSMUSG00000087256","-5.01738929875224"
"1002","ENSMUSG00000087272","-2.63864851330669"
"1003","ENSMUSG00000087321","-2.5374031469788"
"1004","ENSMUSG00000087343","-3.448567775643"
"1005","ENSMUSG00000087344","-2.14032136448106"
"1006","ENSMUSG00000087352","-2.76763517087045"
"1007","ENSMUSG00000087357","-2.25403561195255"
"1008","ENSMUSG00000087373","-2.93705436825094"
"1009","ENSMUSG00000087382","-3.14256489047505"
"1010","ENSMUSG00000087390","-2.08164175859444"
"1011","ENSMUSG00000087449","-2.03047411820387"
"1012","ENSMUSG00000087505","-3.81688780590104"
"1013","ENSMUSG00000087549","-2.57710331033124"
"1014","ENSMUSG00000087622","-3.09166601652907"
"1015","ENSMUSG00000087623","-3.66536168593737"
"1016","ENSMUSG00000087638","-2.40238643996542"
"1017","ENSMUSG00000087662","-2.50352375975826"
"1018","ENSMUSG00000087692","-2.14897229098292"
"1019","ENSMUSG00000087698","-2.65272738306697"
"1020","ENSMUSG00000087829","-2.58776334083431"
"1021","ENSMUSG00000087872","-2.79914205895951"
"1022","ENSMUSG00000088226","-2.1328417044518"
"1023","ENSMUSG00000088378","-2.2541942084701"
"1024","ENSMUSG00000088439","-2.05828664766158"
"1025","ENSMUSG00000088948","-3.90630664083617"
"1026","ENSMUSG00000089235","-2.25365470408025"
"1027","ENSMUSG00000089417","-2.0408569349606"
"1028","ENSMUSG00000089634","-2.20203360510357"
"1029","ENSMUSG00000089675","-2.80333598562828"
"1030","ENSMUSG00000089678","-3.01244673076843"
"1031","ENSMUSG00000089694","-3.12101312536331"
"1032","ENSMUSG00000089706","-3.29678234635037"
"1033","ENSMUSG00000089712","-2.78174625720355"
"1034","ENSMUSG00000089719","-3.22636046601562"
"1035","ENSMUSG00000089736","-2.30800365885871"
"1036","ENSMUSG00000089739","-2.8488990109538"
"1037","ENSMUSG00000089748","-2.55907448033602"
"1038","ENSMUSG00000089774","-2.09489948170487"
"1039","ENSMUSG00000089818","-2.52466164984516"
"1040","ENSMUSG00000089822","-2.60227763370073"
"1041","ENSMUSG00000089854","-3.7730248689728"
"1042","ENSMUSG00000089871","-3.25318814329694"
"1043","ENSMUSG00000089900","-3.47609702985237"
"1044","ENSMUSG00000089902","-2.42398355826111"
"1045","ENSMUSG00000089943","-3.01128569279454"
"1046","ENSMUSG00000090002","-2.0485390573126"
"1047","ENSMUSG00000090005","-2.47937547722969"
"1048","ENSMUSG00000090023","-2.90888348765842"
"1049","ENSMUSG00000090031","-2.48450406455386"
"1050","ENSMUSG00000090086","-2.30604145278136"
"1051","ENSMUSG00000090104","-2.8355005922943"
"1052","ENSMUSG00000090141","-2.57802041482457"
"1053","ENSMUSG00000090171","-3.07648195443182"
"1054","ENSMUSG00000090222","-2.23772506876235"
"1055","ENSMUSG00000090273","-2.44290126805793"
"1056","ENSMUSG00000090308","-2.06722773516236"
"1057","ENSMUSG00000090369","-2.24005125525332"
"1058","ENSMUSG00000090386","-2.134780940628"
"1059","ENSMUSG00000090691","-2.40053859333777"
"1060","ENSMUSG00000090785","-3.16444105102799"
"1061","ENSMUSG00000090817","-2.75067823121608"
"1062","ENSMUSG00000090949","-2.08699045143774"
"1063","ENSMUSG00000091091","-2.07366013387993"
"1064","ENSMUSG00000091119","-2.99858001452029"
"1065","ENSMUSG00000091172","-4.21226025684911"
"1066","ENSMUSG00000091255","-3.5470550242739"
"1067","ENSMUSG00000091272","-2.61158746568708"
"1068","ENSMUSG00000091370","-2.34026816862389"
"1069","ENSMUSG00000091405","-2.06152805356406"
"1070","ENSMUSG00000091443","-2.23085766174806"
"1071","ENSMUSG00000091476","-2.73050138993914"
"1072","ENSMUSG00000091491","-2.31305159733566"
"1073","ENSMUSG00000091577","-2.22819353386378"
"1074","ENSMUSG00000091686","-2.2067219482115"
"1075","ENSMUSG00000091730","-2.0960002765778"
"1076","ENSMUSG00000091745","-2.01466988526942"
"1077","ENSMUSG00000091813","-3.5998677860702"
"1078","ENSMUSG00000091844","-2.76861140683564"
"1079","ENSMUSG00000091897","-3.37607125157419"
"1080","ENSMUSG00000091938","-3.36810354747994"
"1081","ENSMUSG00000091947","-2.50496944467459"
"1082","ENSMUSG00000091972","-3.40066313148882"
"1083","ENSMUSG00000091996","-2.04129555137688"
"1084","ENSMUSG00000092008","-2.84987151163629"
"1085","ENSMUSG00000092042","-2.15596149244952"
"1086","ENSMUSG00000092085","-2.17422155318397"
"1087","ENSMUSG00000092090","-3.01108568512448"
"1088","ENSMUSG00000092134","-2.31857563251708"
"1089","ENSMUSG00000092176","-2.42207160336352"
"1090","ENSMUSG00000092212","-2.09226602790042"
"1091","ENSMUSG00000092219","-2.64061861072676"
"1092","ENSMUSG00000092220","-2.67539768611337"
"1093","ENSMUSG00000092239","-2.25206818399577"
"1094","ENSMUSG00000092243","-2.73800930552937"
"1095","ENSMUSG00000092261","-2.23429800581791"
"1096","ENSMUSG00000092268","-2.72475762743658"
"1097","ENSMUSG00000092274","-2.60702369150197"
"1098","ENSMUSG00000092286","-2.08362887064182"
"1099","ENSMUSG00000092353","-2.78217937813073"
"1100","ENSMUSG00000092394","-2.02054370510017"
"1101","ENSMUSG00000092412","-2.62254666290724"
"1102","ENSMUSG00000092470","-2.54685268074256"
"1103","ENSMUSG00000092488","-2.27306386623332"
"1104","ENSMUSG00000092500","-3.57674508671593"
"1105","ENSMUSG00000092519","-2.24121920757201"
"1106","ENSMUSG00000092592","-2.34634664633221"
"1107","ENSMUSG00000092701","-3.89275331260352"
