"","Mouse.gene.stable.ID","LFC"
"457","ENSMUSG00000086909","-4.16997082558204"
"458","ENSMUSG00000086969","-2.33412408549433"
"459","ENSMUSG00000087040","-2.60711743599526"
"460","ENSMUSG00000087115","-2.50340733928492"
"461","ENSMUSG00000087162","-2.55609567762634"
"462","ENSMUSG00000087226","-2.04576454147028"
"463","ENSMUSG00000087286","-2.58995125006999"
"464","ENSMUSG00000087293","-2.02194533908924"
"465","ENSMUSG00000087343","-2.53776328423096"
"466","ENSMUSG00000087443","-2.02608464013416"
"467","ENSMUSG00000087507","-2.59038650056893"
"468","ENSMUSG00000088088","-2.25374552622908"
"469","ENSMUSG00000088151","-3.02297973860282"
"470","ENSMUSG00000088254","-2.02207204976174"
"471","ENSMUSG00000088363","-2.08321979471835"
"472","ENSMUSG00000088529","-3.79348923840112"
"473","ENSMUSG00000088549","-2.56476106741098"
"474","ENSMUSG00000088562","-2.04576754289311"
"475","ENSMUSG00000088583","-2.0220820121897"
"476","ENSMUSG00000088712","-2.55609567762634"
"477","ENSMUSG00000089493","-2.59038650056893"
"478","ENSMUSG00000089675","-7.91164887186694"
"479","ENSMUSG00000089714","-22.1437746456516"
"480","ENSMUSG00000089791","-5.11415801539151"
"481","ENSMUSG00000089803","-4.50731650839634"
"482","ENSMUSG00000089821","-2.47759736462134"
"483","ENSMUSG00000089854","-3.37263963203667"
"484","ENSMUSG00000089936","-8.08429874170391"
"485","ENSMUSG00000090036","-2.60779126614331"
"486","ENSMUSG00000090047","-2.04575769981037"
"487","ENSMUSG00000090165","-5.43394170271118"
"488","ENSMUSG00000090175","-8.81601053422738"
"489","ENSMUSG00000090263","-4.2104589469998"
"490","ENSMUSG00000090305","-2.64679469182671"
"491","ENSMUSG00000090338","-7.53747117406864"
"492","ENSMUSG00000090427","-2.10718771667476"
"493","ENSMUSG00000090512","-3.39640396116649"
"494","ENSMUSG00000090610","-2.1878284671819"
"495","ENSMUSG00000090619","-3.20337578773078"
"496","ENSMUSG00000090691","-5.44881297229252"
"497","ENSMUSG00000090753","-2.069163602088"
"498","ENSMUSG00000091020","-5.55935631113449"
"499","ENSMUSG00000091135","-2.65697653390758"
"500","ENSMUSG00000091228","-5.26431850392475"
"501","ENSMUSG00000091293","-4.79219356767046"
"502","ENSMUSG00000091366","-2.17828747874052"
"503","ENSMUSG00000091449","-3.35259611879564"
"504","ENSMUSG00000091511","-2.94833282309889"
"505","ENSMUSG00000091541","-2.37201918729071"
"506","ENSMUSG00000091542","-6.19939521357"
"507","ENSMUSG00000091614","-2.02207901090552"
"508","ENSMUSG00000091639","-2.02075987682526"
"509","ENSMUSG00000091697","-3.94643536648063"
"510","ENSMUSG00000091736","-7.14526713955125"
"511","ENSMUSG00000091775","-5.67335968737411"
"512","ENSMUSG00000091786","-2.47699327958613"
"513","ENSMUSG00000091882","-2.0614287154883"
"514","ENSMUSG00000091945","-2.98497101171378"
"515","ENSMUSG00000091989","-3.03673246389124"
"516","ENSMUSG00000092042","-2.04177115807582"
"517","ENSMUSG00000092183","-2.08325961131906"
"518","ENSMUSG00000092220","-3.34541101129737"
"519","ENSMUSG00000092247","-3.37654106614114"
"520","ENSMUSG00000092281","-2.64363517628737"
"521","ENSMUSG00000092360","-2.069163602088"
"522","ENSMUSG00000092375","-2.02207204976174"
"523","ENSMUSG00000092402","-2.62258484228228"
"524","ENSMUSG00000092463","-3.88291187977314"
"525","ENSMUSG00000092474","-3.62053524387554"
"526","ENSMUSG00000092490","-2.13084947765388"
"527","ENSMUSG00000092495","-3.36526234458726"
"528","ENSMUSG00000092505","-2.33629421915133"
"529","ENSMUSG00000092509","-2.02069138261937"
"530","ENSMUSG00000092511","-4.02381780149653"
"531","ENSMUSG00000092552","-3.28726192618177"
"532","ENSMUSG00000092574","-3.34540729717301"
"533","ENSMUSG00000092600","-2.32709810804764"
"534","ENSMUSG00000092625","-2.04576754289311"
"535","ENSMUSG00000092627","-2.41338678884359"
"536","ENSMUSG00000092781","-2.069163602088"
"537","ENSMUSG00000092903","-2.53888331243227"
"538","ENSMUSG00000092920","-5.49486354510371"
"539","ENSMUSG00000093044","-2.57519809286472"
"540","ENSMUSG00000093133","-5.23331079523708"
"541","ENSMUSG00000093363","-2.04748058676979"
"542","ENSMUSG00000093384","-2.29233241046053"
"543","ENSMUSG00000093559","-3.38538240375386"
"544","ENSMUSG00000093625","-5.58207539426923"
"545","ENSMUSG00000093800","-2.57369236077705"
"546","ENSMUSG00000093828","-2.50339925341826"
"547","ENSMUSG00000093915","-2.069163602088"
"548","ENSMUSG00000093985","-5.49487299066466"
"549","ENSMUSG00000093996","-6.71293069003141"
"550","ENSMUSG00000094108","-6.19479823411171"
"551","ENSMUSG00000094122","-3.8508293061019"
"552","ENSMUSG00000094132","-4.48340265337845"
"553","ENSMUSG00000094194","-3.60649284333968"
"554","ENSMUSG00000094196","-2.04575769981037"
"555","ENSMUSG00000094306","-4.37156484658585"
"556","ENSMUSG00000094338","-3.79378908581763"
"557","ENSMUSG00000094379","-2.06917607566577"
